row	col	state	som	som2
5	Net_Assessment_Mils	BOTH_EMPTY		
5	Remarks	BOTH_EMPTY		
6	Serial_No	MATCH	٣٩	٣٩
6	Date	MATCH	""""	""""
6	Property_recorded_under_Block_No	MATCH	٤١٤٥	٤١٤٥
6	Property_recorded_under_Parcel_No	MATCH	٢٥	٢٥
6	Parcel_Cat_No	MATCH	١٢	١٢
6	Parcel_Area	MATCH	٨,٩٢٩	٨,٩٢٩
6	Nature_of_Entry	MISMATCH	في	""""
6	New_Serial_No	BOTH_EMPTY		
6	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
6	Reference_to_Register_of_Changes_Serial_No	MATCH	١٠٨	١٠٨
6	Tax_LP	ONLY_som	✓	
6	Tax_Mils	MATCH	١٠٧	١٠٧
6	Total_Tax_LP	BOTH_EMPTY		
6	Total_Tax_Mils	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
6	Net_Assessment_LP	BOTH_EMPTY		
6	Net_Assessment_Mils	BOTH_EMPTY		
6	Remarks	BOTH_EMPTY		
7	Serial_No	MATCH	٤٠	٤٠
7	Date	MATCH	""""	""""
7	Property_recorded_under_Block_No	MATCH	""""	""""
7	Property_recorded_under_Parcel_No	MATCH	٢٧	٢٧
7	Parcel_Cat_No	MATCH	١٢	١٢
7	Parcel_Area	MATCH	٨,١٤٨	٨,١٤٨
7	Nature_of_Entry	MATCH	""""	""""
7	New_Serial_No	BOTH_EMPTY		
7	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
7	Reference_to_Register_of_Changes_Serial_No	MATCH	١٠٨	١٠٨
7	Tax_LP	ONLY_som	✓	
7	Tax_Mils	MATCH	٠٩٨	٠٩٨
7	Total_Tax_LP	BOTH_EMPTY		
7	Total_Tax_Mils	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
7	Net_Assessment_LP	BOTH_EMPTY		
7	Net_Assessment_Mils	BOTH_EMPTY		
7	Remarks	BOTH_EMPTY		
8	Serial_No	MATCH	٤١	٤١
8	Date	MATCH	""""	""""
8	Property_recorded_under_Block_No	MATCH	""""	""""
8	Property_recorded_under_Parcel_No	MATCH	٣٠	٣٠
8	Parcel_Cat_No	MATCH	١٢	١٢
8	Parcel_Area	MISMATCH	٢,٣٤٧	٢٣,٣٧٠
8	Nature_of_Entry	MATCH	""""	""""
8	New_Serial_No	MATCH	٩١	٩١
8	Reference_to_Register_of_Changes_Volume_No	ONLY_som2		✓
8	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
8	Tax_LP	BOTH_EMPTY		
8	Tax_Mils	MATCH	٢١٦	٢١٦
8	Total_Tax_LP	BOTH_EMPTY		
8	Total_Tax_Mils	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
8	Net_Assessment_LP	BOTH_EMPTY		
8	Net_Assessment_Mils	BOTH_EMPTY		
8	Remarks	BOTH_EMPTY		
9	Serial_No	MATCH	٤٢	٤٢
9	Date	MATCH	""""	""""
9	Property_recorded_under_Block_No	MATCH	""""	""""
9	Property_recorded_under_Parcel_No	MATCH	٣٥	٣٥
9	Parcel_Cat_No	MATCH	١٢	١٢
9	Parcel_Area	MISMATCH	٠,٠٢١	٠,٠٣١
9	Nature_of_Entry	MATCH	""""	""""
9	New_Serial_No	BOTH_EMPTY		
9	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
9	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٢٢	٣٢
9	Tax_LP	MISMATCH	✓	ـ
9	Tax_Mils	MISMATCH	"-"""	ـ
9	Total_Tax_LP	BOTH_EMPTY		
9	Total_Tax_Mils	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
9	Net_Assessment_LP	BOTH_EMPTY		
9	Net_Assessment_Mils	BOTH_EMPTY		
9	Remarks	BOTH_EMPTY		
10	Serial_No	MATCH	٤٣	٤٣
10	Date	MATCH	""""	""""
10	Property_recorded_under_Block_No	MATCH	٤١٤٦	٤١٤٦
10	Property_recorded_under_Parcel_No	MATCH	٢	٢
10	Parcel_Cat_No	MATCH	٦	٦
10	Parcel_Area	MISMATCH	٦,٢٤٥	١٠,٢٤٥
10	Nature_of_Entry	MATCH	""""	""""
10	New_Serial_No	MATCH	٩٣	٩٣
10	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
10	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
10	Tax_LP	BOTH_EMPTY		
10	Tax_Mils	MATCH	٤٥٨	٤٥٨
10	Total_Tax_LP	BOTH_EMPTY		
10	Total_Tax_Mils	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
10	Net_Assessment_LP	BOTH_EMPTY		
10	Net_Assessment_Mils	BOTH_EMPTY		
10	Remarks	BOTH_EMPTY		
11	Serial_No	MATCH	٤٤	٤٤
11	Date	MATCH	""""	""""
11	Property_recorded_under_Block_No	BOTH_EMPTY		
11	Property_recorded_under_Parcel_No	MATCH	٥	٥
11	Parcel_Cat_No	MATCH	٦	٦
11	Parcel_Area	MISMATCH	٣,٢٤٤	٣,٤٤٤
11	Nature_of_Entry	MATCH	""""	""""
11	New_Serial_No	BOTH_EMPTY		
11	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
11	Reference_to_Register_of_Changes_Serial_No	MATCH	١٤٠	١٤٠
11	Tax_LP	ONLY_som	✓	
11	Tax_Mils	MISMATCH	١٩٤	١٥٤
11	Total_Tax_LP	BOTH_EMPTY		
11	Total_Tax_Mils	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
11	Net_Assessment_LP	BOTH_EMPTY		
11	Net_Assessment_Mils	BOTH_EMPTY		
11	Remarks	BOTH_EMPTY		
12	Serial_No	MATCH	٤٥	٤٥
12	Date	MATCH	""""	""""
12	Property_recorded_under_Block_No	MATCH	""""	""""
12	Property_recorded_under_Parcel_No	MATCH	١١	١١
12	Parcel_Cat_No	MATCH	٦	٦
12	Parcel_Area	MATCH	١,٩٧٠	١,٩٧٠
12	Nature_of_Entry	MATCH	""""	""""
12	New_Serial_No	BOTH_EMPTY		
12	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
12	Reference_to_Register_of_Changes_Serial_No	MATCH	٧٠	٧٠
12	Tax_LP	ONLY_som	✓	
12	Tax_Mils	MATCH	٠٦٩	٠٦٩
12	Total_Tax_LP	BOTH_EMPTY		
12	Total_Tax_Mils	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
12	Net_Assessment_LP	BOTH_EMPTY		
12	Net_Assessment_Mils	BOTH_EMPTY		
12	Remarks	BOTH_EMPTY		
13	Serial_No	MATCH	٤٦	٤٦
13	Date	MATCH	""""	""""
13	Property_recorded_under_Block_No	MATCH	""""	""""
13	Property_recorded_under_Parcel_No	MISMATCH	١٠٢	١٤
13	Parcel_Cat_No	MATCH	٦	٦
13	Parcel_Area	MATCH	٣,٤٥٥	٣,٤٥٥
13	Nature_of_Entry	MISMATCH	'	""""
13	New_Serial_No	MATCH	٢٩٥	٢٩٥
13	Reference_to_Register_of_Changes_Volume_No	MISMATCH	T.D.L.	T.D.L. 1940
13	Reference_to_Register_of_Changes_Serial_No	ONLY_som	1940	
13	Tax_LP	BOTH_EMPTY		
13	Tax_Mils	MISMATCH	٢٥٦	١٥٢
13	Total_Tax_LP	BOTH_EMPTY		
13	Total_Tax_Mils	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
13	Net_Assessment_LP	BOTH_EMPTY		
13	Net_Assessment_Mils	BOTH_EMPTY		
13	Remarks	BOTH_EMPTY		
14	Serial_No	MATCH	٤٧	٤٧
14	Date	MATCH	""""	""""
14	Property_recorded_under_Block_No	MATCH	٤١٤٧	٤١٤٧
14	Property_recorded_under_Parcel_No	MATCH	٤٤	٤٤
14	Parcel_Cat_No	MISMATCH	١٢	١٣
14	Parcel_Area	MATCH	٨,٨١١	٨,٨١١
14	Nature_of_Entry	MATCH	""""	""""
14	New_Serial_No	MATCH	١١٥	١١٥
14	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
14	Reference_to_Register_of_Changes_Serial_No	MATCH	٧٢	٧٢
14	Tax_LP	ONLY_som	✓	
14	Tax_Mils	MATCH	٠٧٠	٠٧٠
14	Total_Tax_LP	BOTH_EMPTY		
14	Total_Tax_Mils	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Entry_No	ONLY_som	1	
14	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
14	Net_Assessment_LP	ONLY_som2		✓
14	Net_Assessment_Mils	BOTH_EMPTY		
14	Remarks	BOTH_EMPTY		
15	Serial_No	MATCH	٤٨	٤٨
15	Date	MATCH	""""	""""
15	Property_recorded_under_Block_No	MATCH	""""	""""
15	Property_recorded_under_Parcel_No	MATCH	٩١	٩١
15	Parcel_Cat_No	MATCH	١٢	١٢
15	Parcel_Area	MATCH	٢,٠١٢	٢,٠١٢
15	Nature_of_Entry	MATCH	""""	""""
15	New_Serial_No	MATCH	١١٦	١١٦
15	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
15	Reference_to_Register_of_Changes_Serial_No	MATCH	٢٤	٢٤
15	Tax_LP	ONLY_som	✓	
15	Tax_Mils	MATCH	٠١٦	٠١٦
15	Total_Tax_LP	BOTH_EMPTY		
15	Total_Tax_Mils	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
15	Net_Assessment_LP	ONLY_som2		✓
15	Net_Assessment_Mils	BOTH_EMPTY		
15	Remarks	BOTH_EMPTY		
16	Serial_No	MATCH	٤٩	٤٩
16	Date	MATCH	""""	""""
16	Property_recorded_under_Block_No	MATCH	٤١٤٨	٤١٤٨
16	Property_recorded_under_Parcel_No	MATCH	٢٢	٢٢
16	Parcel_Cat_No	MATCH	٦	٦
16	Parcel_Area	MATCH	١,٨٢٠	١,٨٢٠
16	Nature_of_Entry	MATCH	""""	""""
16	New_Serial_No	BOTH_EMPTY		
16	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
16	Reference_to_Register_of_Changes_Serial_No	MATCH	٧٠	٧٠
16	Tax_LP	ONLY_som	✓	
16	Tax_Mils	MATCH	٠٦٤	٠٦٤
16	Total_Tax_LP	BOTH_EMPTY		
16	Total_Tax_Mils	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
16	Net_Assessment_LP	ONLY_som2		✓
16	Net_Assessment_Mils	BOTH_EMPTY		
16	Remarks	BOTH_EMPTY		
17	Serial_No	MATCH	٥٠	٥٠
17	Date	MATCH	""""	""""
17	Property_recorded_under_Block_No	MATCH	""""	""""
17	Property_recorded_under_Parcel_No	MATCH	٤١	٤١
17	Parcel_Cat_No	MATCH	٦	٦
17	Parcel_Area	MISMATCH	٥,٤٥٠	٥,٥٤٠
17	Nature_of_Entry	MATCH	""""	""""
17	New_Serial_No	MATCH	١١١	١١١
17	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
17	Reference_to_Register_of_Changes_Serial_No	MATCH	٢١	٢١
17	Tax_LP	ONLY_som	✓	
17	Tax_Mils	MATCH	١٨٧	١٨٧
17	Total_Tax_LP	BOTH_EMPTY		
17	Total_Tax_Mils	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
17	Net_Assessment_LP	BOTH_EMPTY		
17	Net_Assessment_Mils	BOTH_EMPTY		
17	Remarks	BOTH_EMPTY		
18	Serial_No	MATCH	٥١	٥١
18	Date	MATCH	""""	""""
18	Property_recorded_under_Block_No	BOTH_EMPTY		
18	Property_recorded_under_Parcel_No	BOTH_EMPTY		
18	Parcel_Cat_No	MATCH	١٦	١٦
18	Parcel_Area	MISMATCH	١٣,٥٩٥	١٧,٥٣٥
18	Nature_of_Entry	MATCH	""""	""""
18	New_Serial_No	BOTH_EMPTY		
18	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
18	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
18	Tax_LP	MISMATCH	""""	ـ
18	Tax_Mils	MISMATCH	"-"""	ـ
18	Total_Tax_LP	BOTH_EMPTY		
18	Total_Tax_Mils	BOTH_EMPTY		
18	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
18	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
18	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
18	Net_Assessment_LP	BOTH_EMPTY		
18	Net_Assessment_Mils	BOTH_EMPTY		
18	Remarks	BOTH_EMPTY		
19	Serial_No	MATCH	٥٢	٥٢
19	Date	MATCH	""""	""""
19	Property_recorded_under_Block_No	MATCH	""""	""""
19	Property_recorded_under_Parcel_No	MATCH	٤٦	٤٦
19	Parcel_Cat_No	MATCH	٦	٦
19	Parcel_Area	MATCH	١,٧٧٨	١,٧٧٨
19	Nature_of_Entry	MATCH	""""	""""
19	New_Serial_No	MATCH	١١٢	١١٢
19	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
19	Reference_to_Register_of_Changes_Serial_No	MATCH	٧٠	٧٠
19	Tax_LP	ONLY_som	✓	
19	Tax_Mils	MATCH	٠٦٢	٠٦٢
19	Total_Tax_LP	BOTH_EMPTY		
19	Total_Tax_Mils	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
19	Net_Assessment_LP	BOTH_EMPTY		
19	Net_Assessment_Mils	BOTH_EMPTY		
19	Remarks	BOTH_EMPTY		
20	Serial_No	MATCH	٥٣	٥٣
20	Date	MATCH	""""	""""
20	Property_recorded_under_Block_No	MATCH	""""	""""
20	Property_recorded_under_Parcel_No	MATCH	٤٧	٤٧
20	Parcel_Cat_No	MATCH	١٢	١٢
20	Parcel_Area	MATCH	٢,٠٧٧	٢,٠٧٧
20	Nature_of_Entry	MISMATCH	في	""""
20	New_Serial_No	BOTH_EMPTY		
20	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
20	Reference_to_Register_of_Changes_Serial_No	MATCH	٢٤	٢٤
20	Tax_LP	ONLY_som	✓	
20	Tax_Mils	MATCH	٠١٧	٠١٧
20	Total_Tax_LP	BOTH_EMPTY		
20	Total_Tax_Mils	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
20	Net_Assessment_LP	BOTH_EMPTY		
20	Net_Assessment_Mils	BOTH_EMPTY		
20	Remarks	BOTH_EMPTY		
21	Serial_No	MATCH	٥٤	٥٤
21	Date	MATCH	""""	""""
21	Property_recorded_under_Block_No	ONLY_som	""""	
21	Property_recorded_under_Parcel_No	MATCH	٥٥	٥٥
21	Parcel_Cat_No	MATCH	٦	٦
21	Parcel_Area	MATCH	٢,٥١٥	٢,٥١٥
21	Nature_of_Entry	MATCH	""""	""""
21	New_Serial_No	MATCH	١٠٦	١٠٦
21	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
21	Reference_to_Register_of_Changes_Serial_No	MISMATCH	١٠٠	١٠٥
21	Tax_LP	ONLY_som	✓	
21	Tax_Mils	MATCH	٠٨٨	٠٨٨
21	Total_Tax_LP	BOTH_EMPTY		
21	Total_Tax_Mils	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
21	Net_Assessment_LP	BOTH_EMPTY		
21	Net_Assessment_Mils	BOTH_EMPTY		
21	Remarks	BOTH_EMPTY		
22	Serial_No	MATCH	٥٥	٥٥
22	Date	MATCH	""""	""""
22	Property_recorded_under_Block_No	MATCH	٤١٤٩	٤١٤٩
22	Property_recorded_under_Parcel_No	MATCH	١٢	١٢
22	Parcel_Cat_No	MATCH	١٦	١٦
22	Parcel_Area	MATCH	٠٤٧	٠٤٧
22	Nature_of_Entry	MISMATCH	في	""""
22	New_Serial_No	MATCH	١٠٥	١٠٥
22	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
22	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
22	Tax_LP	MISMATCH	""""	ـ
22	Tax_Mils	MISMATCH	"-"""	ـ
22	Total_Tax_LP	BOTH_EMPTY		
22	Total_Tax_Mils	BOTH_EMPTY		
22	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
22	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
22	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
22	Net_Assessment_LP	BOTH_EMPTY		
22	Net_Assessment_Mils	BOTH_EMPTY		
22	Remarks	BOTH_EMPTY		
23	Serial_No	MATCH	٥٦	٥٦
23	Date	MATCH	""""	""""
23	Property_recorded_under_Block_No	MATCH	""""	""""
23	Property_recorded_under_Parcel_No	MATCH	٤٠	٤٠
23	Parcel_Cat_No	MATCH	١٢	١٢
23	Parcel_Area	MISMATCH	٤,٤٠٠	٣,٤٠٠
23	Nature_of_Entry	MATCH	""""	""""
23	New_Serial_No	MATCH	١١٤	١١٤
23	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
23	Reference_to_Register_of_Changes_Serial_No	MATCH	٤٠	٤٠
23	Tax_LP	ONLY_som	✓	
23	Tax_Mils	MISMATCH	٠٣٨	٠٢٨
23	Total_Tax_LP	BOTH_EMPTY		
23	Total_Tax_Mils	BOTH_EMPTY		
23	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
23	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
23	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
23	Net_Assessment_LP	ONLY_som2		✓
23	Net_Assessment_Mils	BOTH_EMPTY		
23	Remarks	BOTH_EMPTY		
24	Serial_No	MATCH	٥٧	٥٧
24	Date	MATCH	""""	""""
24	Property_recorded_under_Block_No	MATCH	٤١٥٠	٤١٥٠
24	Property_recorded_under_Parcel_No	MATCH	٢٣	٢٣
24	Parcel_Cat_No	MATCH	١٢	١٢
24	Parcel_Area	MATCH	٢,٤٢٢	٢,٤٢٢
24	Nature_of_Entry	MATCH	""""	""""
24	New_Serial_No	BOTH_EMPTY		
24	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
24	Reference_to_Register_of_Changes_Serial_No	MATCH	٢٤	٢٤
24	Tax_LP	ONLY_som	✓	
24	Tax_Mils	MATCH	٠١٩	٠١٩
24	Total_Tax_LP	BOTH_EMPTY		
24	Total_Tax_Mils	BOTH_EMPTY		
24	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
24	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
