row	col	state	som	som2
4	Date	MISMATCH	٤٥/٤٤	٤٠/٤١
4	Property_recorded_under_Block_No	MISMATCH	٤١٤٤	٤١٢٤
4	Property_recorded_under_Parcel_No	MATCH	٢	٢
4	Parcel_Cat_No	MATCH	١٠	١٠
4	Parcel_Area	MISMATCH	١١,٨٦٨	١١,٨٢٨
4	Nature_of_Entry	MATCH	بيع	بيع
4	New_Serial_No	MISMATCH	٢٧٢	٣٧٢
4	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
4	Reference_to_Register_of_Changes_Serial_No	MATCH	٦٤٤٤/٦٤٤٥	٦٤٤٤/٦٤٤٥
4	Tax_LP	MATCH	✓	✓
4	Tax_Mils	MISMATCH	٢٣٢	١٣٢
4	Total_Tax_LP	MATCH	٨	٨
4	Total_Tax_Mils	MATCH	١٤٤	١٤٤
4	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
4	Net_Assessment_LP	BOTH_EMPTY		
4	Net_Assessment_Mils	BOTH_EMPTY		
4	Remarks	BOTH_EMPTY		
5	Serial_No	MATCH	١٠١	١٠١
5	Date	MATCH	""""	""""
5	Property_recorded_under_Block_No	MISMATCH	٤١٤٤	٤١٢٤
5	Property_recorded_under_Parcel_No	MATCH	٢٤	٢٤
5	Parcel_Cat_No	MATCH	١٠	١٠
5	Parcel_Area	MATCH	٨,٥٤٦	٨,٥٤٦
5	Nature_of_Entry	MATCH	""""	""""
5	New_Serial_No	MATCH	""""	""""
5	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
5	Reference_to_Register_of_Changes_Serial_No	MATCH	٦٤٤٦/٦٤٤٧	٦٤٤٦/٦٤٤٧
5	Tax_LP	MATCH	✓	✓
5	Tax_Mils	MISMATCH	٢٤٢	٢٤٤
5	Total_Tax_LP	MISMATCH	٨	"٨
٤"
5	Total_Tax_Mils	MISMATCH	١١٦	"١١٦
٠٥٨"
5	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
5	Net_Assessment_LP	BOTH_EMPTY		
5	Net_Assessment_Mils	BOTH_EMPTY		
5	Remarks	BOTH_EMPTY		
6	Serial_No	MATCH	١٠٢	١٠٢
6	Date	MISMATCH	؛	٤
6	Property_recorded_under_Block_No	MATCH	٤١٢٨	٤١٢٨
6	Property_recorded_under_Parcel_No	MATCH	١	١
6	Parcel_Cat_No	MISMATCH	١٤	"١٤
١٦"
6	Parcel_Area	MISMATCH	"٧,٨٠٠
١٦ ٧,٧٠٧"	"٧,٨٠٠
٧,٧٠٧"
6	Nature_of_Entry	ONLY_som	✓	
6	New_Serial_No	BOTH_EMPTY		
6	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
6	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
6	Tax_LP	BOTH_EMPTY		
6	Tax_Mils	MISMATCH	٠٧٢	٧٢
6	Total_Tax_LP	MATCH	٤	٤
6	Total_Tax_Mils	MATCH	٠٩٠	٠٩٠
6	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
6	Net_Assessment_LP	BOTH_EMPTY		
6	Net_Assessment_Mils	BOTH_EMPTY		
6	Remarks	BOTH_EMPTY		
7	Serial_No	MATCH	١٠٣	١٠٣
7	Date	MISMATCH	؛	٤
7	Property_recorded_under_Block_No	MISMATCH	٤١٤٤	٤١٢٤
7	Property_recorded_under_Parcel_No	MATCH	٢٢	٢٢
7	Parcel_Cat_No	MATCH	١٤	١٤
7	Parcel_Area	MATCH	٩,٥٦٤	٩,٥٦٤
7	Nature_of_Entry	ONLY_som	✓	
7	New_Serial_No	BOTH_EMPTY		
7	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
7	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
7	Tax_LP	BOTH_EMPTY		
7	Tax_Mils	MISMATCH	٠٤٠	٤٠
7	Total_Tax_LP	MATCH	٤	٤
7	Total_Tax_Mils	MATCH	١٢٠	١٢٠
7	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
7	Net_Assessment_LP	BOTH_EMPTY		
7	Net_Assessment_Mils	BOTH_EMPTY		
7	Remarks	BOTH_EMPTY		
8	Serial_No	MATCH	١٠٤	١٠٤
8	Date	MISMATCH	'	١
8	Property_recorded_under_Block_No	MATCH	٤١٤٤	٤١٤٤
8	Property_recorded_under_Parcel_No	MATCH	٥٤	٥٤
8	Parcel_Cat_No	MATCH	١٤	١٤
8	Parcel_Area	MATCH	١٤,١٨٤	١٤,١٨٤
8	Nature_of_Entry	ONLY_som	✓	
8	New_Serial_No	BOTH_EMPTY		
8	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
8	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
8	Tax_LP	BOTH_EMPTY		
8	Tax_Mils	MATCH	٠٦٠	٠٦٠
8	Total_Tax_LP	MATCH	٤	٤
8	Total_Tax_Mils	MATCH	١٩٠	١٩٠
8	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
8	Net_Assessment_LP	ONLY_som	٤	
8	Net_Assessment_Mils	MISMATCH	١٩٠	٤١٩٠
8	Remarks	BOTH_EMPTY		
9	Serial_No	BOTH_EMPTY		
9	Date	BOTH_EMPTY		
9	Property_recorded_under_Block_No	BOTH_EMPTY		
9	Property_recorded_under_Parcel_No	BOTH_EMPTY		
9	Parcel_Cat_No	BOTH_EMPTY		
9	Parcel_Area	BOTH_EMPTY		
9	Nature_of_Entry	MISMATCH	فرز وتخريب	فز مندرب
9	New_Serial_No	BOTH_EMPTY		
9	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
9	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
9	Tax_LP	BOTH_EMPTY		
9	Tax_Mils	BOTH_EMPTY		
9	Total_Tax_LP	BOTH_EMPTY		
9	Total_Tax_Mils	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
9	Net_Assessment_LP	ONLY_som	١٢	
9	Net_Assessment_Mils	MISMATCH	٥٠٧	"١٢٠٧٠
١٦٧٦٠"
9	Remarks	BOTH_EMPTY		
10	Serial_No	BOTH_EMPTY		
10	Date	BOTH_EMPTY		
10	Property_recorded_under_Block_No	BOTH_EMPTY		
10	Property_recorded_under_Parcel_No	BOTH_EMPTY		
10	Parcel_Cat_No	BOTH_EMPTY		
10	Parcel_Area	BOTH_EMPTY		
10	Nature_of_Entry	BOTH_EMPTY		
10	New_Serial_No	BOTH_EMPTY		
10	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
10	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
10	Tax_LP	BOTH_EMPTY		
10	Tax_Mils	BOTH_EMPTY		
10	Total_Tax_LP	BOTH_EMPTY		
10	Total_Tax_Mils	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
10	Net_Assessment_LP	ONLY_som	١٦	
10	Net_Assessment_Mils	ONLY_som	٧٦٠	
10	Remarks	BOTH_EMPTY		
11	Serial_No	BOTH_EMPTY		
11	Date	MISMATCH	٩٢٦/٩٣٥	933/935
11	Property_recorded_under_Block_No	BOTH_EMPTY		
11	Property_recorded_under_Parcel_No	BOTH_EMPTY		
11	Parcel_Cat_No	BOTH_EMPTY		
11	Parcel_Area	BOTH_EMPTY		
11	Nature_of_Entry	BOTH_EMPTY		
11	New_Serial_No	BOTH_EMPTY		
11	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
11	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
11	Tax_LP	BOTH_EMPTY		
11	Tax_Mils	BOTH_EMPTY		
11	Total_Tax_LP	BOTH_EMPTY		
11	Total_Tax_Mils	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
11	Net_Assessment_LP	BOTH_EMPTY		
11	Net_Assessment_Mils	BOTH_EMPTY		
11	Remarks	BOTH_EMPTY		
12	Serial_No	MATCH	١٠٥	١٠٥
12	Date	BOTH_EMPTY		
12	Property_recorded_under_Block_No	MATCH	٤١٤٩	٤١٤٩
12	Property_recorded_under_Parcel_No	MATCH	١٢	١٢
12	Parcel_Cat_No	MATCH	١٦	١٦
12	Parcel_Area	MISMATCH	٤,٤٣٠	٤,٤٣٣
12	Nature_of_Entry	MATCH	بيع	بيع
12	New_Serial_No	MISMATCH	٤٠٠	٤٠٥
12	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
12	Reference_to_Register_of_Changes_Serial_No	MATCH	٤٥/٣٩٥	٤٥/٣٩٥
12	Tax_LP	BOTH_EMPTY		
12	Tax_Mils	BOTH_EMPTY		
12	Total_Tax_LP	BOTH_EMPTY		
12	Total_Tax_Mils	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
12	Net_Assessment_LP	BOTH_EMPTY		
12	Net_Assessment_Mils	BOTH_EMPTY		
12	Remarks	BOTH_EMPTY		
13	Serial_No	MATCH	١٠٦	١٠٦
13	Date	MISMATCH	؛	٤
13	Property_recorded_under_Block_No	MATCH	٤١٤١	٤١٤١
13	Property_recorded_under_Parcel_No	MATCH	٥٥	٥٥
13	Parcel_Cat_No	MATCH	٦	٦
13	Parcel_Area	MISMATCH	٤,٥١٥	٥,٥١٥
13	Nature_of_Entry	MISMATCH	؛	""""
13	New_Serial_No	MATCH	٤١٢	٤١٢
13	Reference_to_Register_of_Changes_Volume_No	ONLY_som	عقد	
13	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٧٩٢	"عقد
٦٢٩٢"
13	Tax_LP	BOTH_EMPTY		
13	Tax_Mils	MATCH	١٠٥	١٠٥
13	Total_Tax_LP	MISMATCH	٤	٣
13	Total_Tax_Mils	MATCH	٠٨٥	٠٨٥
13	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
13	Net_Assessment_LP	ONLY_som	٤	
13	Net_Assessment_Mils	MISMATCH	٠٨٥	٤٠٨٥
13	Remarks	BOTH_EMPTY		
14	Serial_No	BOTH_EMPTY		
14	Date	BOTH_EMPTY		
14	Property_recorded_under_Block_No	BOTH_EMPTY		
14	Property_recorded_under_Parcel_No	BOTH_EMPTY		
14	Parcel_Cat_No	BOTH_EMPTY		
14	Parcel_Area	BOTH_EMPTY		
14	Nature_of_Entry	MISMATCH	حسب الطلب	فز مندرب
14	New_Serial_No	BOTH_EMPTY		
14	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
14	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
14	Tax_LP	BOTH_EMPTY		
14	Tax_Mils	BOTH_EMPTY		
14	Total_Tax_LP	BOTH_EMPTY		
14	Total_Tax_Mils	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
14	Net_Assessment_LP	ONLY_som	١٢	
14	Net_Assessment_Mils	MISMATCH	٢٥٥	١٢٢٥٥
14	Remarks	BOTH_EMPTY		
15	Serial_No	BOTH_EMPTY		
15	Date	BOTH_EMPTY		
15	Property_recorded_under_Block_No	BOTH_EMPTY		
15	Property_recorded_under_Parcel_No	BOTH_EMPTY		
15	Parcel_Cat_No	BOTH_EMPTY		
15	Parcel_Area	BOTH_EMPTY		
15	Nature_of_Entry	BOTH_EMPTY		
15	New_Serial_No	BOTH_EMPTY		
15	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
15	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
15	Tax_LP	BOTH_EMPTY		
15	Tax_Mils	BOTH_EMPTY		
15	Total_Tax_LP	BOTH_EMPTY		
15	Total_Tax_Mils	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
15	Net_Assessment_LP	ONLY_som	١٦	
15	Net_Assessment_Mils	MISMATCH	٣٤٠	١٦٣٤٠
15	Remarks	BOTH_EMPTY		
16	Serial_No	MATCH	١٠٧	١٠٧
16	Date	MISMATCH	"١١/٣
٢٨/٣"	٢٨/٩/٣٩
16	Property_recorded_under_Block_No	MATCH	٤١٢٢	٤١٢٢
16	Property_recorded_under_Parcel_No	MATCH	٩	٩
16	Parcel_Cat_No	MATCH	١٠	١٠
16	Parcel_Area	MATCH	١٢,٣٧١	١٢,٣٧١
16	Nature_of_Entry	MATCH	بيع	بيع
16	New_Serial_No	MISMATCH	٤٢٣	٤٢٢
16	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
16	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٣٠/٣٥٦١	٢٠٠/٣٥٦١
16	Tax_LP	ONLY_som	✓	
16	Tax_Mils	MATCH	٢٣٤	٢٣٤
16	Total_Tax_LP	MISMATCH	٤	"٤
٤"
16	Total_Tax_Mils	MISMATCH	٠٥١	"٠٥١
٠٣٩"
16	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
16	Net_Assessment_LP	MISMATCH	٢	"٢
١"
16	Net_Assessment_Mils	MISMATCH	١١٩	"٨١٩
٢٥٩"
16	Remarks	BOTH_EMPTY		
17	Serial_No	MATCH	١٠٨	١٠٨
17	Date	BOTH_EMPTY		
17	Property_recorded_under_Block_No	MATCH	٤١٥٠	٤١٥٠
17	Property_recorded_under_Parcel_No	MATCH	١٨	١٨
17	Parcel_Cat_No	MISMATCH	١٣	١٢
17	Parcel_Area	MISMATCH	٧,١٢٧	٣,١٢٧
17	Nature_of_Entry	MATCH	بيع	بيع
17	New_Serial_No	MATCH	٤٢٤	٤٢٤
17	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
17	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٤٥/٧٣٥١	٤٥/٧٢٥١
17	Tax_LP	BOTH_EMPTY		
17	Tax_Mils	MATCH	٠٣٢	٠٣٢
17	Total_Tax_LP	MISMATCH	٣	"٣
١"
17	Total_Tax_Mils	MATCH	٨١٩	٨١٩
17	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
17	Net_Assessment_LP	MATCH	١	١
17	Net_Assessment_Mils	MATCH	"٤٥٧
٥٤"	"٤٥٧
٥٤"
17	Remarks	BOTH_EMPTY		
18	Serial_No	BOTH_EMPTY		
18	Date	BOTH_EMPTY		
18	Property_recorded_under_Block_No	BOTH_EMPTY		
18	Property_recorded_under_Parcel_No	BOTH_EMPTY		
18	Parcel_Cat_No	BOTH_EMPTY		
18	Parcel_Area	BOTH_EMPTY		
18	Nature_of_Entry	BOTH_EMPTY		
18	New_Serial_No	BOTH_EMPTY		
18	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
18	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
18	Tax_LP	BOTH_EMPTY		
18	Tax_Mils	BOTH_EMPTY		
18	Total_Tax_LP	BOTH_EMPTY		
18	Total_Tax_Mils	BOTH_EMPTY		
18	Reference_to_Register_of_Exemptions_Entry_No	MATCH	✓	✓
18	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
18	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
18	Net_Assessment_LP	ONLY_som	١٥	
18	Net_Assessment_Mils	MISMATCH	٢٧٦	١٥٢٧٦
18	Remarks	BOTH_EMPTY		
19	Serial_No	BOTH_EMPTY		
19	Date	MISMATCH	٩٣٧/٣٧	936/37
19	Property_recorded_under_Block_No	BOTH_EMPTY		
19	Property_recorded_under_Parcel_No	BOTH_EMPTY		
19	Parcel_Cat_No	BOTH_EMPTY		
19	Parcel_Area	BOTH_EMPTY		
19	Nature_of_Entry	BOTH_EMPTY		
19	New_Serial_No	BOTH_EMPTY		
19	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
19	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
19	Tax_LP	BOTH_EMPTY		
19	Tax_Mils	BOTH_EMPTY		
19	Total_Tax_LP	BOTH_EMPTY		
19	Total_Tax_Mils	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
19	Net_Assessment_LP	BOTH_EMPTY		
19	Net_Assessment_Mils	BOTH_EMPTY		
19	Remarks	BOTH_EMPTY		
20	Serial_No	MATCH	١٠٩	١٠٩
20	Date	MISMATCH	؛	""""
20	Property_recorded_under_Block_No	MATCH	٤١٢٧	٤١٢٧
20	Property_recorded_under_Parcel_No	MATCH	٤٢	٤٢
20	Parcel_Cat_No	MATCH	١٠	١٠
20	Parcel_Area	MATCH	٨,٥٨٧	٨,٥٨٧
20	Nature_of_Entry	MATCH	بيع	بيع
20	New_Serial_No	MATCH	٧	٧
20	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
20	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٣/١٧٢٩٦٥	٧/١٧٢٩٦٥
20	Tax_LP	ONLY_som	✓	
20	Tax_Mils	MISMATCH	٠٦٣	١٦٥
20	Total_Tax_LP	MATCH	٣	٣
20	Total_Tax_Mils	MATCH	٦٥٧	٦٥٧
20	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
20	Net_Assessment_LP	BOTH_EMPTY		
20	Net_Assessment_Mils	BOTH_EMPTY		
20	Remarks	BOTH_EMPTY		
21	Serial_No	MATCH	١١٠	١١٠
21	Date	BOTH_EMPTY		
21	Property_recorded_under_Block_No	MATCH	٤١٤٦	٤١٤٦
21	Property_recorded_under_Parcel_No	MATCH	٨١	٨١
21	Parcel_Cat_No	MISMATCH	١٣	١٢
21	Parcel_Area	MISMATCH	٣,٠١٥	٢,٠١٥
21	Nature_of_Entry	MATCH	بيع	بيع
21	New_Serial_No	MATCH	٤٥٨	٤٥٨
21	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
21	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
21	Tax_LP	BOTH_EMPTY		
21	Tax_Mils	MATCH	٠٢٢	٠٢٢
21	Total_Tax_LP	MATCH	٣	٣
21	Total_Tax_Mils	MATCH	٦٢٥	٦٢٥
21	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
21	Net_Assessment_LP	BOTH_EMPTY		
21	Net_Assessment_Mils	BOTH_EMPTY		
21	Remarks	BOTH_EMPTY		
22	Serial_No	MATCH	١١١	١١١
22	Date	BOTH_EMPTY		
22	Property_recorded_under_Block_No	MATCH	٤١٤١	٤١٤١
22	Property_recorded_under_Parcel_No	MATCH	٤١	٤١
22	Parcel_Cat_No	MATCH	٦	٦
22	Parcel_Area	MATCH	٥٣٥٠	٥٣٥٠
22	Nature_of_Entry	MATCH	'	'
22	New_Serial_No	BOTH_EMPTY		
22	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
22	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
22	Tax_LP	BOTH_EMPTY		
22	Tax_Mils	MATCH	٢١٠	٢١٠
22	Total_Tax_LP	MATCH	٣	٣
22	Total_Tax_Mils	MATCH	٤١٥	٤١٥
22	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
22	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
22	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
22	Net_Assessment_LP	BOTH_EMPTY		
22	Net_Assessment_Mils	BOTH_EMPTY		
22	Remarks	BOTH_EMPTY		
23	Serial_No	BOTH_EMPTY		
23	Date	BOTH_EMPTY		
23	Property_recorded_under_Block_No	ONLY_som	'	
23	Property_recorded_under_Parcel_No	ONLY_som	'	
23	Parcel_Cat_No	MATCH	١٦	١٦
23	Parcel_Area	MISMATCH	١٧,٥٣٥	١٧,٥٢٥
23	Nature_of_Entry	ONLY_som	؛	
23	New_Serial_No	BOTH_EMPTY		
23	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
23	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
23	Tax_LP	BOTH_EMPTY		
23	Tax_Mils	ONLY_som	---	
23	Total_Tax_LP	MATCH	٣	٣
23	Total_Tax_Mils	MATCH	٤١٥	٤١٥
23	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
23	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
23	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
23	Net_Assessment_LP	BOTH_EMPTY		
23	Net_Assessment_Mils	BOTH_EMPTY		
23	Remarks	BOTH_EMPTY		
24	Serial_No	MATCH	١١٢	١١٢
24	Date	BOTH_EMPTY		
24	Property_recorded_under_Block_No	BOTH_EMPTY		
