row	col	state	som	baseer
3	Total_Tax_LP	BOTH_EMPTY		
3	Total_Tax_Mils	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
3	Net_Assessment_LP	BOTH_EMPTY		
3	Net_Assessment_Mils	BOTH_EMPTY		
3	Remarks	BOTH_EMPTY		
4	Serial_No	MISMATCH	٣٧	٢٧
4	Date	MISMATCH	""""	١
4	Property_recorded_under_Block_No	MISMATCH	""""	١
4	Property_recorded_under_Parcel_No	MATCH	٢٢	٢٢
4	Parcel_Cat_No	MATCH	١٤	١٤
4	Parcel_Area	MISMATCH	٩,٥٦٢	٩٥٦
4	Nature_of_Entry	MISMATCH	""""	٢
4	New_Serial_No	MISMATCH	١٠٢	٣٠٠
4	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
4	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
4	Tax_LP	MISMATCH	""""	-
4	Tax_Mils	MISMATCH	"-"""	-
4	Total_Tax_LP	BOTH_EMPTY		
4	Total_Tax_Mils	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
4	Net_Assessment_LP	BOTH_EMPTY		
4	Net_Assessment_Mils	BOTH_EMPTY		
4	Remarks	BOTH_EMPTY		
5	Serial_No	MISMATCH	٣٨	٢٨
5	Date	MISMATCH	""""	١١
5	Property_recorded_under_Block_No	MISMATCH	""""	١
5	Property_recorded_under_Parcel_No	MATCH	٥٤	٥٤
5	Parcel_Cat_No	MATCH	١٤	١٤
5	Parcel_Area	MATCH	١٤,١٨٤	١٤,١٨٤
5	Nature_of_Entry	MISMATCH	""""	٢
5	New_Serial_No	MATCH	١٠٤	١٠٤
5	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	الجمعة
5	Reference_to_Register_of_Changes_Serial_No	ONLY_baseer		....
5	Tax_LP	MISMATCH	""""	-
5	Tax_Mils	MISMATCH	"-"""	-
5	Total_Tax_LP	BOTH_EMPTY		
5	Total_Tax_Mils	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
5	Net_Assessment_LP	BOTH_EMPTY		
5	Net_Assessment_Mils	BOTH_EMPTY		
5	Remarks	BOTH_EMPTY		
6	Serial_No	MISMATCH	٣٩	٢٩
6	Date	MATCH	""""	""""
6	Property_recorded_under_Block_No	MATCH	٤١٤٥	٤١٤٥
6	Property_recorded_under_Parcel_No	MATCH	٢٥	٢٥
6	Parcel_Cat_No	MATCH	١٢	١٢
6	Parcel_Area	MISMATCH	٨,٩٢٩	٨٠٩٢٩
6	Nature_of_Entry	MISMATCH	في	١
6	New_Serial_No	BOTH_EMPTY		
6	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	السبت
6	Reference_to_Register_of_Changes_Serial_No	MATCH	١٠٨	١٠٨
6	Tax_LP	MISMATCH	✓	-١-
6	Tax_Mils	MATCH	١٠٧	١٠٧
6	Total_Tax_LP	BOTH_EMPTY		
6	Total_Tax_Mils	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
6	Net_Assessment_LP	BOTH_EMPTY		
6	Net_Assessment_Mils	BOTH_EMPTY		
6	Remarks	BOTH_EMPTY		
7	Serial_No	MATCH	٤٠	٤٠
7	Date	MISMATCH	""""	٤
7	Property_recorded_under_Block_No	MISMATCH	""""	١
7	Property_recorded_under_Parcel_No	MATCH	٢٧	٢٧
7	Parcel_Cat_No	MATCH	١٢	١٢
7	Parcel_Area	MATCH	٨,١٤٨	٨,١٤٨
7	Nature_of_Entry	MISMATCH	""""	١
7	New_Serial_No	BOTH_EMPTY		
7	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
7	Reference_to_Register_of_Changes_Serial_No	MISMATCH	١٠٨	١٠
7	Tax_LP	MISMATCH	✓	١
7	Tax_Mils	MISMATCH	٠٩٨	٩٨
7	Total_Tax_LP	BOTH_EMPTY		
7	Total_Tax_Mils	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
7	Net_Assessment_LP	BOTH_EMPTY		
7	Net_Assessment_Mils	BOTH_EMPTY		
7	Remarks	BOTH_EMPTY		
8	Serial_No	MATCH	٤١	٤١
8	Date	MISMATCH	""""	٢
8	Property_recorded_under_Block_No	MISMATCH	""""	١
8	Property_recorded_under_Parcel_No	MISMATCH	٣٠	٢-
8	Parcel_Cat_No	MATCH	١٢	١٢
8	Parcel_Area	MISMATCH	٢,٣٤٧	٢٧،٣٧٠
8	Nature_of_Entry	MISMATCH	""""	٢
8	New_Serial_No	MISMATCH	٩١	91
8	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
8	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
8	Tax_LP	BOTH_EMPTY		
8	Tax_Mils	MATCH	٢١٦	٢١٦
8	Total_Tax_LP	BOTH_EMPTY		
8	Total_Tax_Mils	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
8	Net_Assessment_LP	BOTH_EMPTY		
8	Net_Assessment_Mils	BOTH_EMPTY		
8	Remarks	BOTH_EMPTY		
9	Serial_No	MATCH	٤٢	٤٢
9	Date	MISMATCH	""""	٢
9	Property_recorded_under_Block_No	MISMATCH	""""	١
9	Property_recorded_under_Parcel_No	MISMATCH	٣٥	٢٥
9	Parcel_Cat_No	MATCH	١٢	١٢
9	Parcel_Area	MISMATCH	٠,٠٢١	١٨٨
9	Nature_of_Entry	MISMATCH	""""	.
9	New_Serial_No	BOTH_EMPTY		
9	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	الجمعة
9	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٢٢	٣٢
9	Tax_LP	MISMATCH	✓	-
9	Tax_Mils	MISMATCH	"-"""	-
9	Total_Tax_LP	BOTH_EMPTY		
9	Total_Tax_Mils	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
9	Net_Assessment_LP	BOTH_EMPTY		
9	Net_Assessment_Mils	BOTH_EMPTY		
9	Remarks	BOTH_EMPTY		
10	Serial_No	MATCH	٤٣	٤٣
10	Date	MISMATCH	""""	٢
10	Property_recorded_under_Block_No	MATCH	٤١٤٦	٤١٤٦
10	Property_recorded_under_Parcel_No	MISMATCH	٢	٣
10	Parcel_Cat_No	MATCH	٦	٦
10	Parcel_Area	MISMATCH	٦,٢٤٥	١٠٢٢٥
10	Nature_of_Entry	MATCH	""""	""""
10	New_Serial_No	MATCH	٩٣	٩٣
10	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
10	Reference_to_Register_of_Changes_Serial_No	ONLY_baseer		-٣-
10	Tax_LP	BOTH_EMPTY		
10	Tax_Mils	MISMATCH	٤٥٨	٢٥٨
10	Total_Tax_LP	BOTH_EMPTY		
10	Total_Tax_Mils	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
10	Net_Assessment_LP	BOTH_EMPTY		
10	Net_Assessment_Mils	BOTH_EMPTY		
10	Remarks	BOTH_EMPTY		
11	Serial_No	MATCH	٤٤	٤٤
11	Date	MISMATCH	""""	٤
11	Property_recorded_under_Block_No	ONLY_baseer		٤
11	Property_recorded_under_Parcel_No	MATCH	٥	٥
11	Parcel_Cat_No	MATCH	٦	٦
11	Parcel_Area	MISMATCH	٣,٢٤٤	٢٢٤
11	Nature_of_Entry	MATCH	""""	""""
11	New_Serial_No	BOTH_EMPTY		
11	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
11	Reference_to_Register_of_Changes_Serial_No	MISMATCH	١٤٠	١٦٠
11	Tax_LP	ONLY_som	✓	
11	Tax_Mils	MISMATCH	١٩٤	١٨٤
11	Total_Tax_LP	BOTH_EMPTY		
11	Total_Tax_Mils	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
11	Net_Assessment_LP	BOTH_EMPTY		
11	Net_Assessment_Mils	BOTH_EMPTY		
11	Remarks	BOTH_EMPTY		
12	Serial_No	MATCH	٤٥	٤٥
12	Date	MISMATCH	""""	١
12	Property_recorded_under_Block_No	MISMATCH	""""	4
12	Property_recorded_under_Parcel_No	MATCH	١١	١١
12	Parcel_Cat_No	MATCH	٦	٦
12	Parcel_Area	MISMATCH	١,٩٧٠	١٩٧٠
12	Nature_of_Entry	MISMATCH	""""	١٠
12	New_Serial_No	BOTH_EMPTY		
12	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	الاربعاء
12	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٧٠	٧
12	Tax_LP	ONLY_som	✓	
12	Tax_Mils	MISMATCH	٠٦٩	٦٩
12	Total_Tax_LP	BOTH_EMPTY		
12	Total_Tax_Mils	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
12	Net_Assessment_LP	BOTH_EMPTY		
12	Net_Assessment_Mils	BOTH_EMPTY		
12	Remarks	BOTH_EMPTY		
13	Serial_No	MATCH	٤٦	٤٦
13	Date	MISMATCH	""""	١
13	Property_recorded_under_Block_No	MISMATCH	""""	٤
13	Property_recorded_under_Parcel_No	MISMATCH	١٠٢	١٠٤
13	Parcel_Cat_No	MATCH	٦	٦
13	Parcel_Area	MISMATCH	٣,٤٥٥	/٢٠٠ ض
13	Nature_of_Entry	MISMATCH	'	""""
13	New_Serial_No	MATCH	٢٩٥	٢٩٥
13	Reference_to_Register_of_Changes_Volume_No	MISMATCH	T.D.L.	T.D.
13	Reference_to_Register_of_Changes_Serial_No	MISMATCH	1940	L-194
13	Tax_LP	ONLY_baseer		40
13	Tax_Mils	MISMATCH	٢٥٦	السبت
13	Total_Tax_LP	BOTH_EMPTY		
13	Total_Tax_Mils	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
13	Net_Assessment_LP	BOTH_EMPTY		
13	Net_Assessment_Mils	BOTH_EMPTY		
13	Remarks	BOTH_EMPTY		
14	Serial_No	MATCH	٤٧	٤٧
14	Date	MISMATCH	""""	١
14	Property_recorded_under_Block_No	MISMATCH	٤١٤٧	٤٨٣٧
14	Property_recorded_under_Parcel_No	MISMATCH	٤٤	٢٤
14	Parcel_Cat_No	MISMATCH	١٢	١٣
14	Parcel_Area	MISMATCH	٨,٨١١	١٨١٨
14	Nature_of_Entry	MISMATCH	""""	١
14	New_Serial_No	MATCH	١١٥	١١٥
14	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
14	Reference_to_Register_of_Changes_Serial_No	MATCH	٧٢	٧٢
14	Tax_LP	ONLY_som	✓	
14	Tax_Mils	MISMATCH	٠٧٠	٧
14	Total_Tax_LP	BOTH_EMPTY		
14	Total_Tax_Mils	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Entry_No	ONLY_som	1	
14	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
14	Net_Assessment_LP	BOTH_EMPTY		
14	Net_Assessment_Mils	BOTH_EMPTY		
14	Remarks	BOTH_EMPTY		
15	Serial_No	MATCH	٤٨	٤٨
15	Date	MISMATCH	""""	١
15	Property_recorded_under_Block_No	MISMATCH	""""	١
15	Property_recorded_under_Parcel_No	MATCH	٩١	٩١
15	Parcel_Cat_No	MISMATCH	١٢	١٣
15	Parcel_Area	MISMATCH	٢,٠١٢	٢٠١٢
15	Nature_of_Entry	MISMATCH	""""	ك
15	New_Serial_No	MATCH	١١٦	١١٦
15	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
15	Reference_to_Register_of_Changes_Serial_No	MATCH	٢٤	٢٤
15	Tax_LP	ONLY_som	✓	
15	Tax_Mils	MISMATCH	٠١٦	١٦
15	Total_Tax_LP	BOTH_EMPTY		
15	Total_Tax_Mils	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
15	Net_Assessment_LP	BOTH_EMPTY		
15	Net_Assessment_Mils	BOTH_EMPTY		
15	Remarks	BOTH_EMPTY		
16	Serial_No	MISMATCH	٤٩	٤٦
16	Date	MISMATCH	""""	٤
16	Property_recorded_under_Block_No	MATCH	٤١٤٨	٤١٤٨
16	Property_recorded_under_Parcel_No	MATCH	٢٢	٢٢
16	Parcel_Cat_No	MATCH	٦	٦
16	Parcel_Area	MISMATCH	١,٨٢٠	١٨٢٠
16	Nature_of_Entry	MISMATCH	""""	٧
16	New_Serial_No	BOTH_EMPTY		
16	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
16	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٧٠	١٠٧٠
16	Tax_LP	ONLY_som	✓	
16	Tax_Mils	MISMATCH	٠٦٤	٦٤
16	Total_Tax_LP	BOTH_EMPTY		
16	Total_Tax_Mils	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
16	Net_Assessment_LP	BOTH_EMPTY		
16	Net_Assessment_Mils	BOTH_EMPTY		
16	Remarks	BOTH_EMPTY		
17	Serial_No	MATCH	٥٠	٥٠
17	Date	MISMATCH	""""	١
17	Property_recorded_under_Block_No	MISMATCH	""""	4
17	Property_recorded_under_Parcel_No	MATCH	٤١	٤١
17	Parcel_Cat_No	MATCH	٦	٦
17	Parcel_Area	MISMATCH	٥,٤٥٠	٥٣٥
17	Nature_of_Entry	MISMATCH	""""	السبت
17	New_Serial_No	MISMATCH	١١١	٣١١١
17	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	١
17	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٢١	٢١٠
17	Tax_LP	MISMATCH	✓	.
17	Tax_Mils	MATCH	١٨٧	١٨٧
17	Total_Tax_LP	BOTH_EMPTY		
17	Total_Tax_Mils	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
17	Net_Assessment_LP	BOTH_EMPTY		
17	Net_Assessment_Mils	BOTH_EMPTY		
17	Remarks	BOTH_EMPTY		
18	Serial_No	MATCH	٥١	٥١
18	Date	MATCH	""""	""""
18	Property_recorded_under_Block_No	BOTH_EMPTY		
18	Property_recorded_under_Parcel_No	BOTH_EMPTY		
18	Parcel_Cat_No	MATCH	١٦	١٦
18	Parcel_Area	MISMATCH	١٣,٥٩٥	١٧,٥٢٥
18	Nature_of_Entry	MISMATCH	""""	/١     //          //          //          //          //          //          //          //          //          //          //          //          //          //          //          //          //          //          //
18	New_Serial_No	ONLY_baseer		١٠
18	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
18	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
18	Tax_LP	MISMATCH	""""	.
18	Tax_Mils	MISMATCH	"-"""	-
18	Total_Tax_LP	BOTH_EMPTY		
18	Total_Tax_Mils	BOTH_EMPTY		
18	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
18	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
18	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
18	Net_Assessment_LP	BOTH_EMPTY		
18	Net_Assessment_Mils	BOTH_EMPTY		
18	Remarks	BOTH_EMPTY		
19	Serial_No	MISMATCH	٥٢	٥
19	Date	MISMATCH	""""	١
19	Property_recorded_under_Block_No	MISMATCH	""""	١
19	Property_recorded_under_Parcel_No	MATCH	٤٦	٤٦
19	Parcel_Cat_No	MATCH	٦	٦
19	Parcel_Area	MISMATCH	١,٧٧٨	١٧٧٨
19	Nature_of_Entry	MISMATCH	""""	١
19	New_Serial_No	MATCH	١١٢	١١٢
19	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
19	Reference_to_Register_of_Changes_Serial_No	MATCH	٧٠	٧٠
19	Tax_LP	MISMATCH	✓	.
19	Tax_Mils	MISMATCH	٠٦٢	١٦٢
19	Total_Tax_LP	BOTH_EMPTY		
19	Total_Tax_Mils	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
19	Net_Assessment_LP	BOTH_EMPTY		
19	Net_Assessment_Mils	BOTH_EMPTY		
19	Remarks	BOTH_EMPTY		
20	Serial_No	MISMATCH	٥٣	٥٢
20	Date	MISMATCH	""""	١
20	Property_recorded_under_Block_No	MISMATCH	""""	٣
20	Property_recorded_under_Parcel_No	MATCH	٤٧	٤٧
20	Parcel_Cat_No	MISMATCH	١٢	١٣
20	Parcel_Area	MISMATCH	٢,٠٧٧	٢٠٧٧
20	Nature_of_Entry	MISMATCH	في	.
20	New_Serial_No	BOTH_EMPTY		
20	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	الجمعة
20	Reference_to_Register_of_Changes_Serial_No	MATCH	٢٤	٢٤
20	Tax_LP	MISMATCH	✓	.
20	Tax_Mils	MISMATCH	٠١٧	١٧
20	Total_Tax_LP	BOTH_EMPTY		
20	Total_Tax_Mils	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
20	Net_Assessment_LP	BOTH_EMPTY		
20	Net_Assessment_Mils	BOTH_EMPTY		
20	Remarks	BOTH_EMPTY		
21	Serial_No	MATCH	٥٤	٥٤
21	Date	MISMATCH	""""	١
21	Property_recorded_under_Block_No	MISMATCH	""""	١
21	Property_recorded_under_Parcel_No	MISMATCH	٥٥	٥٠
21	Parcel_Cat_No	MATCH	٦	٦
21	Parcel_Area	MISMATCH	٢,٥١٥	٢٠٥٥
21	Nature_of_Entry	MATCH	""""	""""
21	New_Serial_No	ONLY_som	١٠٦	
21	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
21	Reference_to_Register_of_Changes_Serial_No	MISMATCH	١٠٠	١٠
21	Tax_LP	MISMATCH	✓	.
21	Tax_Mils	MISMATCH	٠٨٨	٨٨
21	Total_Tax_LP	BOTH_EMPTY		
21	Total_Tax_Mils	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
21	Net_Assessment_LP	BOTH_EMPTY		
21	Net_Assessment_Mils	BOTH_EMPTY		
21	Remarks	BOTH_EMPTY		
22	Serial_No	MISMATCH	٥٥	٥
22	Date	MATCH	""""	""""
22	Property_recorded_under_Block_No	MISMATCH	٤١٤٩	٤١٤٦
22	Property_recorded_under_Parcel_No	MATCH	١٢	١٢
22	Parcel_Cat_No	MATCH	١٦	١٦
22	Parcel_Area	MISMATCH	٠٤٧	٢٤٧
22	Nature_of_Entry	MISMATCH	في	""""
22	New_Serial_No	MISMATCH	١٠٥	١٠
22	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	.
22	Reference_to_Register_of_Changes_Serial_No	ONLY_baseer		-١-
22	Tax_LP	MISMATCH	""""	-
22	Tax_Mils	MISMATCH	"-"""	-
22	Total_Tax_LP	BOTH_EMPTY		
22	Total_Tax_Mils	BOTH_EMPTY		
22	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
22	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
22	Reference_to_Register_of_Exemptions_Amount_Mils	ONLY_baseer		السبت
22	Net_Assessment_LP	ONLY_baseer		السبت
22	Net_Assessment_Mils	BOTH_EMPTY		
22	Remarks	BOTH_EMPTY		
23	Serial_No	MISMATCH	٥٦	67
23	Date	MISMATCH	""""	١
23	Property_recorded_under_Block_No	MISMATCH	""""	١٠
23	Property_recorded_under_Parcel_No	MISMATCH	٤٠	٤-
23	Parcel_Cat_No	MISMATCH	١٢	١٣
23	Parcel_Area	MISMATCH	٤,٤٠٠	٤٨٠٠
23	Nature_of_Entry	MISMATCH	""""	الحرارة
23	New_Serial_No	MATCH	١١٤	١١٤
23	Reference_to_Register_of_Changes_Volume_No	ONLY_som	✓	
23	Reference_to_Register_of_Changes_Serial_No	MATCH	٤٠	٤٠
23	Tax_LP	MISMATCH	✓	.
23	Tax_Mils	MISMATCH	٠٣٨	١٧٨
23	Total_Tax_LP	BOTH_EMPTY		
23	Total_Tax_Mils	BOTH_EMPTY		
23	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
23	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
23	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
23	Net_Assessment_LP	BOTH_EMPTY		
23	Net_Assessment_Mils	BOTH_EMPTY		
23	Remarks	BOTH_EMPTY		
24	Serial_No	MATCH	٥٧	٥٧
24	Date	MISMATCH	""""	.
24	Property_recorded_under_Block_No	MATCH	٤١٥٠	٤١٥٠
24	Property_recorded_under_Parcel_No	MATCH	٢٣	٢٣
24	Parcel_Cat_No	MISMATCH	١٢	١٤
24	Parcel_Area	MISMATCH	٢,٤٢٢	٢٤٢٢
24	Nature_of_Entry	MISMATCH	""""	.
24	New_Serial_No	BOTH_EMPTY		
24	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	السبت
