row	col	state	som	baseer
6	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
6	Reference_to_Register_of_Changes_Serial_No	MATCH	١٦٢	١٦٢
6	Tax_LP	ONLY_som	✓	
6	Tax_Mils	MATCH	١٥٤	١٥٤
6	Total_Tax_LP	BOTH_EMPTY		
6	Total_Tax_Mils	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
6	Net_Assessment_LP	BOTH_EMPTY		
6	Net_Assessment_Mils	BOTH_EMPTY		
6	Remarks	BOTH_EMPTY		
7	Serial_No	MATCH	٨	٨
7	Date	MISMATCH	""""	٤
7	Property_recorded_under_Block_No	MISMATCH	""""	٤
7	Property_recorded_under_Parcel_No	MATCH	٤٦	٤٦
7	Parcel_Cat_No	MATCH	١٠	١٠
7	Parcel_Area	MISMATCH	٤,٩٢٥	٢٩٦٥
7	Nature_of_Entry	MISMATCH	""""	٤
7	New_Serial_No	MATCH	٩٤	٩٤
7	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
7	Reference_to_Register_of_Changes_Serial_No	MISMATCH	--	.
7	Tax_LP	BOTH_EMPTY		
7	Tax_Mils	MISMATCH	.٥٢	١٥٢
7	Total_Tax_LP	BOTH_EMPTY		
7	Total_Tax_Mils	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
7	Net_Assessment_LP	BOTH_EMPTY		
7	Net_Assessment_Mils	BOTH_EMPTY		
7	Remarks	BOTH_EMPTY		
8	Serial_No	MATCH	٩	9
8	Date	MISMATCH	""""	١
8	Property_recorded_under_Block_No	MISMATCH	""""	٤
8	Property_recorded_under_Parcel_No	MATCH	٤٧	٤٧
8	Parcel_Cat_No	MATCH	١٠	١٠
8	Parcel_Area	MISMATCH	٢,٤١٤	٢٤١٤
8	Nature_of_Entry	MISMATCH	""""	.
8	New_Serial_No	MISMATCH	٩٥	١٥
8	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
8	Reference_to_Register_of_Changes_Serial_No	MISMATCH	--	.
8	Tax_LP	BOTH_EMPTY		
8	Tax_Mils	MISMATCH	.٤٢	٤٢
8	Total_Tax_LP	BOTH_EMPTY		
8	Total_Tax_Mils	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
8	Net_Assessment_LP	BOTH_EMPTY		
8	Net_Assessment_Mils	BOTH_EMPTY		
8	Remarks	BOTH_EMPTY		
9	Serial_No	MISMATCH	١٠	١
9	Date	MISMATCH	""""	١٠
9	Property_recorded_under_Block_No	MISMATCH	""""	٤
9	Property_recorded_under_Parcel_No	MATCH	٥١	٥١
9	Parcel_Cat_No	MATCH	١٠	١٠
9	Parcel_Area	MISMATCH	٩,٦٤٢	٩٦٤٨
9	Nature_of_Entry	MISMATCH	""""	الثلاثاء
9	New_Serial_No	MATCH	٩٦	٩٦
9	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
9	Reference_to_Register_of_Changes_Serial_No	MISMATCH	--	.
9	Tax_LP	BOTH_EMPTY		
9	Tax_Mils	MATCH	١٧٤	١٧٤
9	Total_Tax_LP	BOTH_EMPTY		
9	Total_Tax_Mils	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
9	Net_Assessment_LP	BOTH_EMPTY		
9	Net_Assessment_Mils	BOTH_EMPTY		
9	Remarks	BOTH_EMPTY		
10	Serial_No	MATCH	١١	١١
10	Date	MATCH	""""	""""
10	Property_recorded_under_Block_No	MATCH	٤١٢٧	٤١٢٧
10	Property_recorded_under_Parcel_No	MATCH	٤٢	٤٢
10	Parcel_Cat_No	MATCH	١٠	١٠
10	Parcel_Area	MISMATCH	٨,٥٨١	MON
10	Nature_of_Entry	MISMATCH	""""	.
10	New_Serial_No	MATCH	١٠٩	١٠٩
10	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
10	Reference_to_Register_of_Changes_Serial_No	MATCH	١٦٢	١٦٢
10	Tax_LP	MISMATCH	✓	.
10	Tax_Mils	MATCH	١٥٥	١٥٥
10	Total_Tax_LP	BOTH_EMPTY		
10	Total_Tax_Mils	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
10	Net_Assessment_LP	BOTH_EMPTY		
10	Net_Assessment_Mils	BOTH_EMPTY		
10	Remarks	BOTH_EMPTY		
11	Serial_No	MATCH	١٢	١٢
11	Date	MISMATCH	""""	١
11	Property_recorded_under_Block_No	MISMATCH	٤١٢٨	٤١٨
11	Property_recorded_under_Parcel_No	MATCH	١	١
11	Parcel_Cat_No	MATCH	١٤	١٤
11	Parcel_Area	MISMATCH	٧,٨٠٠	٧٨٠٠
11	Nature_of_Entry	MISMATCH	""""	.
11	New_Serial_No	MISMATCH	١٠٤	٤٠
11	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
11	Reference_to_Register_of_Changes_Serial_No	ONLY_som	--	
11	Tax_LP	ONLY_baseer		-
11	Tax_Mils	MISMATCH	--	-
11	Total_Tax_LP	BOTH_EMPTY		
11	Total_Tax_Mils	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
11	Net_Assessment_LP	BOTH_EMPTY		
11	Net_Assessment_Mils	BOTH_EMPTY		
11	Remarks	BOTH_EMPTY		
12	Serial_No	MISMATCH	١٣	١٢
12	Date	MATCH	""""	""""
12	Property_recorded_under_Block_No	BOTH_EMPTY		
12	Property_recorded_under_Parcel_No	BOTH_EMPTY		
12	Parcel_Cat_No	MATCH	١٦	١٦
12	Parcel_Area	MISMATCH	W.V.	١٣٧٠
12	Nature_of_Entry	MATCH	""""	""""
12	New_Serial_No	ONLY_baseer		١
12	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
12	Reference_to_Register_of_Changes_Serial_No	MISMATCH	--	.
12	Tax_LP	ONLY_baseer		-
12	Tax_Mils	MISMATCH	--	-
12	Total_Tax_LP	BOTH_EMPTY		
12	Total_Tax_Mils	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
12	Net_Assessment_LP	BOTH_EMPTY		
12	Net_Assessment_Mils	BOTH_EMPTY		
12	Remarks	BOTH_EMPTY		
13	Serial_No	MATCH	١٤	١٤
13	Date	MISMATCH	""""	١
13	Property_recorded_under_Block_No	MISMATCH	""""	٤
13	Property_recorded_under_Parcel_No	MATCH	٥	٥
13	Parcel_Cat_No	MATCH	١٤	١٤
13	Parcel_Area	MISMATCH	٣,١٧٤	/١٧ ض
13	Nature_of_Entry	MISMATCH	""""	.
13	New_Serial_No	ONLY_som	٩٩	
13	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	الجمعة
13	Reference_to_Register_of_Changes_Serial_No	ONLY_som	--	
13	Tax_LP	ONLY_baseer		-
13	Tax_Mils	MISMATCH	--	-
13	Total_Tax_LP	BOTH_EMPTY		
13	Total_Tax_Mils	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
13	Net_Assessment_LP	BOTH_EMPTY		
13	Net_Assessment_Mils	BOTH_EMPTY		
13	Remarks	BOTH_EMPTY		
14	Serial_No	MATCH	١٥	١٥
14	Date	MATCH	""""	""""
14	Property_recorded_under_Block_No	MISMATCH	٤١٢٩	٢١٢٩
14	Property_recorded_under_Parcel_No	MATCH	٢٢	٢٢
14	Parcel_Cat_No	MISMATCH	١٢	٢
14	Parcel_Area	MISMATCH	٢,١٧٢	٢١٧٢
14	Nature_of_Entry	MISMATCH	""""	=
14	New_Serial_No	BOTH_EMPTY		
14	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	١
14	Reference_to_Register_of_Changes_Serial_No	MISMATCH	.٢٤	١٢٤
14	Tax_LP	BOTH_EMPTY		
14	Tax_Mils	MISMATCH	.١٧	١٧
14	Total_Tax_LP	BOTH_EMPTY		
14	Total_Tax_Mils	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
14	Net_Assessment_LP	BOTH_EMPTY		
14	Net_Assessment_Mils	BOTH_EMPTY		
14	Remarks	BOTH_EMPTY		
15	Serial_No	MATCH	١٦	١٦
15	Date	MISMATCH	""""	١٠
15	Property_recorded_under_Block_No	BOTH_EMPTY		
15	Property_recorded_under_Parcel_No	BOTH_EMPTY		
15	Parcel_Cat_No	MATCH	١٦	١٦
15	Parcel_Area	MISMATCH	٨٤٨	١٩٤٨
15	Nature_of_Entry	MISMATCH	""""	:
15	New_Serial_No	BOTH_EMPTY		
15	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	السبت
15	Reference_to_Register_of_Changes_Serial_No	MISMATCH	--	.
15	Tax_LP	ONLY_baseer		-
15	Tax_Mils	MISMATCH	--	-
15	Total_Tax_LP	BOTH_EMPTY		
15	Total_Tax_Mils	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
15	Net_Assessment_LP	BOTH_EMPTY		
15	Net_Assessment_Mils	BOTH_EMPTY		
15	Remarks	BOTH_EMPTY		
16	Serial_No	MATCH	١٧	١٧
16	Date	MISMATCH	""""	٤
16	Property_recorded_under_Block_No	MISMATCH	""""	٤
16	Property_recorded_under_Parcel_No	MISMATCH	٣٣	٣
16	Parcel_Cat_No	MISMATCH	١٢	١٤
16	Parcel_Area	MISMATCH	٧,٩٦١	١٩٦
16	Nature_of_Entry	MISMATCH	""""	.
16	New_Serial_No	BOTH_EMPTY		
16	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
16	Reference_to_Register_of_Changes_Serial_No	MISMATCH	.١٦	١٦
16	Tax_LP	ONLY_baseer		.
16	Tax_Mils	MISMATCH	.١٠	١٠
16	Total_Tax_LP	BOTH_EMPTY		
16	Total_Tax_Mils	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
16	Net_Assessment_LP	BOTH_EMPTY		
16	Net_Assessment_Mils	BOTH_EMPTY		
16	Remarks	BOTH_EMPTY		
17	Serial_No	MATCH	١٨	١٨
17	Date	MISMATCH	""""	١
17	Property_recorded_under_Block_No	BOTH_EMPTY		
17	Property_recorded_under_Parcel_No	BOTH_EMPTY		
17	Parcel_Cat_No	MATCH	١٦	١٦
17	Parcel_Area	MISMATCH	١,٧٩٥	١٧٩٥
17	Nature_of_Entry	MISMATCH	""""	:
17	New_Serial_No	BOTH_EMPTY		
17	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
17	Reference_to_Register_of_Changes_Serial_No	MISMATCH	--	.
17	Tax_LP	ONLY_baseer		-
17	Tax_Mils	MISMATCH	--	١
17	Total_Tax_LP	BOTH_EMPTY		
17	Total_Tax_Mils	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
17	Net_Assessment_LP	BOTH_EMPTY		
17	Net_Assessment_Mils	BOTH_EMPTY		
17	Remarks	BOTH_EMPTY		
18	Serial_No	MATCH	١٩	١٩
18	Date	MISMATCH	""""	.
18	Property_recorded_under_Block_No	MATCH	""""	""""
18	Property_recorded_under_Parcel_No	MATCH	٢٨	٢٨
18	Parcel_Cat_No	MATCH	١٢	١٢
18	Parcel_Area	MISMATCH	٢,١١٩	٢٨٨
18	Nature_of_Entry	MISMATCH	""""	٢
18	New_Serial_No	ONLY_som	تالف ۹۷	
18	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
18	Reference_to_Register_of_Changes_Serial_No	MISMATCH	.٢٤	٢٤
18	Tax_LP	ONLY_som	✓	
18	Tax_Mils	MISMATCH	.٢٣	١٢٤
18	Total_Tax_LP	BOTH_EMPTY		
18	Total_Tax_Mils	BOTH_EMPTY		
18	Reference_to_Register_of_Exemptions_Entry_No	ONLY_baseer		الاربعاء
18	Reference_to_Register_of_Exemptions_Amount_LP	ONLY_baseer		.
18	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
18	Net_Assessment_LP	BOTH_EMPTY		
18	Net_Assessment_Mils	BOTH_EMPTY		
18	Remarks	BOTH_EMPTY		
19	Serial_No	MATCH	٢٠	٢٠
19	Date	MISMATCH	""""	٤
19	Property_recorded_under_Block_No	ONLY_baseer		.
19	Property_recorded_under_Parcel_No	BOTH_EMPTY		
19	Parcel_Cat_No	MISMATCH	١٦	/١٦
19	Parcel_Area	MISMATCH	٤,٣٢٤	٤٣٢٤
19	Nature_of_Entry	MISMATCH	""""	.
19	New_Serial_No	BOTH_EMPTY		
19	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
19	Reference_to_Register_of_Changes_Serial_No	ONLY_som	--	
19	Tax_LP	ONLY_baseer		-
19	Tax_Mils	MISMATCH	--	-
19	Total_Tax_LP	BOTH_EMPTY		
19	Total_Tax_Mils	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
19	Net_Assessment_LP	BOTH_EMPTY		
19	Net_Assessment_Mils	BOTH_EMPTY		
19	Remarks	BOTH_EMPTY		
20	Serial_No	MATCH	٢١	٢١
20	Date	MATCH	""""	""""
20	Property_recorded_under_Block_No	MISMATCH	""""	الثلاثاء
20	Property_recorded_under_Parcel_No	MATCH	٤٥	٤٥
20	Parcel_Cat_No	MISMATCH	١٢	الجمعة
20	Parcel_Area	MISMATCH	٨٦٩	٢٦٦
20	Nature_of_Entry	MISMATCH	""""	١
20	New_Serial_No	MATCH	154	154
20	Reference_to_Register_of_Changes_Volume_No	MISMATCH	T.D.L	٢٠٠٠
20	Reference_to_Register_of_Changes_Serial_No	MISMATCH	1940	L184
20	Tax_LP	ONLY_baseer		-
20	Tax_Mils	MISMATCH	.٠٨	٣
20	Total_Tax_LP	BOTH_EMPTY		
20	Total_Tax_Mils	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
20	Net_Assessment_LP	BOTH_EMPTY		
20	Net_Assessment_Mils	BOTH_EMPTY		
20	Remarks	BOTH_EMPTY		
21	Serial_No	MATCH	٢٢	٢٢
21	Date	MISMATCH	""""	١
21	Property_recorded_under_Block_No	BOTH_EMPTY		
21	Property_recorded_under_Parcel_No	BOTH_EMPTY		
21	Parcel_Cat_No	MISMATCH	١٦	(١٦)
21	Parcel_Area	MISMATCH	٢,٥٥٦	١٣٥٤
21	Nature_of_Entry	MISMATCH	""""	.
21	New_Serial_No	BOTH_EMPTY		
21	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
21	Reference_to_Register_of_Changes_Serial_No	ONLY_som	--	
21	Tax_LP	ONLY_baseer		الاربعاء
21	Tax_Mils	MISMATCH	--	-
21	Total_Tax_LP	BOTH_EMPTY		
21	Total_Tax_Mils	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
21	Net_Assessment_LP	BOTH_EMPTY		
21	Net_Assessment_Mils	BOTH_EMPTY		
21	Remarks	BOTH_EMPTY		
22	Serial_No	MATCH	٢٣	٢٣
22	Date	MISMATCH	""""	.
22	Property_recorded_under_Block_No	MISMATCH	""""	٤
22	Property_recorded_under_Parcel_No	MATCH	٤٦	٤٦
22	Parcel_Cat_No	MISMATCH	١٢	١٤
22	Parcel_Area	MISMATCH	١,٦٥٦	١٦٢٦
22	Nature_of_Entry	MISMATCH	""""	٤
22	New_Serial_No	BOTH_EMPTY		
22	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
22	Reference_to_Register_of_Changes_Serial_No	MISMATCH	.١٦	١٦
22	Tax_LP	MISMATCH	✓	٧
22	Tax_Mils	MISMATCH	.١٢	١٨
22	Total_Tax_LP	BOTH_EMPTY		
22	Total_Tax_Mils	BOTH_EMPTY		
22	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
22	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
22	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
22	Net_Assessment_LP	BOTH_EMPTY		
22	Net_Assessment_Mils	BOTH_EMPTY		
22	Remarks	BOTH_EMPTY		
23	Serial_No	MATCH	٢٤	٢٤
23	Date	MISMATCH	""""	٤
23	Property_recorded_under_Block_No	BOTH_EMPTY		
23	Property_recorded_under_Parcel_No	BOTH_EMPTY		
23	Parcel_Cat_No	MISMATCH	١٦	(١٦)
23	Parcel_Area	MISMATCH	٥,٤٢٩	٤٤٨٩
23	Nature_of_Entry	MISMATCH	""""	:
23	New_Serial_No	BOTH_EMPTY		
23	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	الحقارة
23	Reference_to_Register_of_Changes_Serial_No	ONLY_som	--	
23	Tax_LP	ONLY_baseer		-
23	Tax_Mils	MISMATCH	--	-
23	Total_Tax_LP	BOTH_EMPTY		
23	Total_Tax_Mils	BOTH_EMPTY		
23	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
23	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
23	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
23	Net_Assessment_LP	BOTH_EMPTY		
23	Net_Assessment_Mils	BOTH_EMPTY		
23	Remarks	BOTH_EMPTY		
24	Serial_No	MATCH	٢٥	٢٥
24	Date	MISMATCH	""""	.
24	Property_recorded_under_Block_No	MISMATCH	٤١٤٠	٤٨٢٠
24	Property_recorded_under_Parcel_No	MISMATCH	١٨	١١
24	Parcel_Cat_No	MISMATCH	١٢	١٣
24	Parcel_Area	MISMATCH	٣,٧٢٩	٢٨٧
24	Nature_of_Entry	MATCH	""""	""""
24	New_Serial_No	BOTH_EMPTY		
24	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	السبت
24	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٢٢	٣٢
24	Tax_LP	MISMATCH	✓	.
24	Tax_Mils	MISMATCH	.٢٠	٣٠
24	Total_Tax_LP	BOTH_EMPTY		
24	Total_Tax_Mils	BOTH_EMPTY		
24	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
