row	col	state	som	som2
5	Net_Assessment_Mils	BOTH_EMPTY		
5	Remarks	BOTH_EMPTY		
6	Serial_No	MATCH	٧٣	٧٣
6	Date	BOTH_EMPTY		
6	Property_recorded_under_Block_No	BOTH_EMPTY		
6	Property_recorded_under_Parcel_No	BOTH_EMPTY		
6	Parcel_Cat_No	MATCH	١٦	١٦
6	Parcel_Area	MISMATCH	١٢٤٢٩	١٢,٤٤٩
6	Nature_of_Entry	BOTH_EMPTY		
6	New_Serial_No	BOTH_EMPTY		
6	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
6	Reference_to_Register_of_Changes_Serial_No	MISMATCH	- -	–
6	Tax_LP	ONLY_som	✓	
6	Tax_Mils	MISMATCH	- -	–
6	Total_Tax_LP	BOTH_EMPTY		
6	Total_Tax_Mils	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
6	Net_Assessment_LP	BOTH_EMPTY		
6	Net_Assessment_Mils	BOTH_EMPTY		
6	Remarks	BOTH_EMPTY		
7	Serial_No	MATCH	٧٤	٧٤
7	Date	MISMATCH	؛	""""
7	Property_recorded_under_Block_No	MATCH	""""	""""
7	Property_recorded_under_Parcel_No	MATCH	١٠٨	١٠٨
7	Parcel_Cat_No	MATCH	١٢	١٢
7	Parcel_Area	MATCH	١١,٥١٧	١١,٥١٧
7	Nature_of_Entry	MATCH	""""	""""
7	New_Serial_No	BOTH_EMPTY		
7	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
7	Reference_to_Register_of_Changes_Serial_No	MATCH	٠٩٦	٠٩٦
7	Tax_LP	MATCH	✓	✓
7	Tax_Mils	MATCH	٠٩٢	٠٩٢
7	Total_Tax_LP	BOTH_EMPTY		
7	Total_Tax_Mils	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
7	Net_Assessment_LP	BOTH_EMPTY		
7	Net_Assessment_Mils	BOTH_EMPTY		
7	Remarks	BOTH_EMPTY		
8	Serial_No	MATCH	٧٥	٧٥
8	Date	BOTH_EMPTY		
8	Property_recorded_under_Block_No	BOTH_EMPTY		
8	Property_recorded_under_Parcel_No	BOTH_EMPTY		
8	Parcel_Cat_No	MATCH	١٦	١٦
8	Parcel_Area	MATCH	٤٦,٥٦٨	٤٦,٥٦٨
8	Nature_of_Entry	BOTH_EMPTY		
8	New_Serial_No	BOTH_EMPTY		
8	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
8	Reference_to_Register_of_Changes_Serial_No	MISMATCH	- -	–
8	Tax_LP	ONLY_som	✓	
8	Tax_Mils	MISMATCH	- -	–
8	Total_Tax_LP	BOTH_EMPTY		
8	Total_Tax_Mils	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
8	Net_Assessment_LP	BOTH_EMPTY		
8	Net_Assessment_Mils	BOTH_EMPTY		
8	Remarks	BOTH_EMPTY		
9	Serial_No	MATCH	٧٦	٧٦
9	Date	MISMATCH	؛	""""
9	Property_recorded_under_Block_No	MATCH	٤١٤٦	٤١٤٦
9	Property_recorded_under_Parcel_No	MATCH	٨٠	٨٠
9	Parcel_Cat_No	MATCH	١٢	١٢
9	Parcel_Area	MATCH	٠٠٠٢	٠٠٠٢
9	Nature_of_Entry	MISMATCH	؛	""""
9	New_Serial_No	BOTH_EMPTY		
9	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
9	Reference_to_Register_of_Changes_Serial_No	MATCH	- - ٨	- - ٨
9	Tax_LP	ONLY_som	✓	
9	Tax_Mils	MISMATCH	- -	–
9	Total_Tax_LP	BOTH_EMPTY		
9	Total_Tax_Mils	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
9	Net_Assessment_LP	BOTH_EMPTY		
9	Net_Assessment_Mils	BOTH_EMPTY		
9	Remarks	BOTH_EMPTY		
10	Serial_No	MATCH	٧٧	٧٧
10	Date	MISMATCH	؛	""""
10	Property_recorded_under_Block_No	MATCH	""""	""""
10	Property_recorded_under_Parcel_No	MATCH	٨١	٨١
10	Parcel_Cat_No	MATCH	١٢	١٢
10	Parcel_Area	MATCH	٢,٠٨٢	٢,٠٨٢
10	Nature_of_Entry	MATCH	""""	""""
10	New_Serial_No	MATCH	١١٠	١١٠
10	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
10	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٠٦٢	٠٢٤
10	Tax_LP	MATCH	✓	✓
10	Tax_Mils	MATCH	٠٢٥	٠٢٥
10	Total_Tax_LP	BOTH_EMPTY		
10	Total_Tax_Mils	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
10	Net_Assessment_LP	BOTH_EMPTY		
10	Net_Assessment_Mils	BOTH_EMPTY		
10	Remarks	BOTH_EMPTY		
11	Serial_No	MATCH	٧٨	٧٨
11	Date	MISMATCH	؛	""""
11	Property_recorded_under_Block_No	MATCH	٤١٥٢	٤١٥٢
11	Property_recorded_under_Parcel_No	MISMATCH	٣٦	٢٦
11	Parcel_Cat_No	MATCH	٤	٤
11	Parcel_Area	MISMATCH	٠٠٧٠	،،٧٠
11	Nature_of_Entry	MATCH	""""	""""
11	New_Serial_No	BOTH_EMPTY		
11	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
11	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٤٢٦	٢٣٤
11	Tax_LP	ONLY_som	✓	
11	Tax_Mils	MATCH	٠١١	٠١١
11	Total_Tax_LP	BOTH_EMPTY		
11	Total_Tax_Mils	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
11	Net_Assessment_LP	BOTH_EMPTY		
11	Net_Assessment_Mils	BOTH_EMPTY		
11	Remarks	BOTH_EMPTY		
12	Serial_No	MATCH	٧٩	٧٩
12	Date	MISMATCH	؛	""""
12	Property_recorded_under_Block_No	MATCH	""""	""""
12	Property_recorded_under_Parcel_No	MATCH	٥٤	٥٤
12	Parcel_Cat_No	MATCH	٤	٤
12	Parcel_Area	MISMATCH	٠٢٥٠	،٢٥٠
12	Nature_of_Entry	MATCH	""""	""""
12	New_Serial_No	BOTH_EMPTY		
12	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
12	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٤٢٧	٢٣٤
12	Tax_LP	ONLY_som	✓	
12	Tax_Mils	MATCH	٠٤٠	٠٤٠
12	Total_Tax_LP	BOTH_EMPTY		
12	Total_Tax_Mils	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
12	Net_Assessment_LP	BOTH_EMPTY		
12	Net_Assessment_Mils	BOTH_EMPTY		
12	Remarks	BOTH_EMPTY		
13	Serial_No	MATCH	٨٠	٨٠
13	Date	MISMATCH	؛	""""
13	Property_recorded_under_Block_No	MATCH	""""	""""
13	Property_recorded_under_Parcel_No	MATCH	٧٠	٧٠
13	Parcel_Cat_No	MATCH	٤	٤
13	Parcel_Area	MISMATCH	٠٢٠٠	،٢٠٠
13	Nature_of_Entry	MATCH	""""	""""
13	New_Serial_No	BOTH_EMPTY		
13	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
13	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٤٢٢	٢٣٤
13	Tax_LP	ONLY_som	✓	
13	Tax_Mils	MATCH	٠٣٢	٠٣٢
13	Total_Tax_LP	BOTH_EMPTY		
13	Total_Tax_Mils	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
13	Net_Assessment_LP	BOTH_EMPTY		
13	Net_Assessment_Mils	BOTH_EMPTY		
13	Remarks	BOTH_EMPTY		
14	Serial_No	MATCH	٨١	٨١
14	Date	MATCH	""""	""""
14	Property_recorded_under_Block_No	MATCH	""""	""""
14	Property_recorded_under_Parcel_No	MATCH	٧٩	٧٩
14	Parcel_Cat_No	MATCH	٤	٤
14	Parcel_Area	MISMATCH	٠١٧٥	،١٧٥
14	Nature_of_Entry	MISMATCH	؛	""""
14	New_Serial_No	BOTH_EMPTY		
14	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
14	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٤٢٨	٢٣٤
14	Tax_LP	ONLY_som	✓	
14	Tax_Mils	MATCH	٠٢٨	٠٢٨
14	Total_Tax_LP	BOTH_EMPTY		
14	Total_Tax_Mils	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
14	Net_Assessment_LP	BOTH_EMPTY		
14	Net_Assessment_Mils	BOTH_EMPTY		
14	Remarks	BOTH_EMPTY		
15	Serial_No	MATCH	٨٢	٨٢
15	Date	MISMATCH	؛	""""
15	Property_recorded_under_Block_No	MATCH	٤١٢٩	٤١٢٩
15	Property_recorded_under_Parcel_No	MATCH	١٩	١٩
15	Parcel_Cat_No	MATCH	١٢	١٢
15	Parcel_Area	MATCH	١,٠٧٤	١,٠٧٤
15	Nature_of_Entry	MATCH	""""	""""
15	New_Serial_No	BOTH_EMPTY		
15	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
15	Reference_to_Register_of_Changes_Serial_No	MATCH	٠١٦	٠١٦
15	Tax_LP	MATCH	✓	✓
15	Tax_Mils	MATCH	٠٠٩	٠٠٩
15	Total_Tax_LP	BOTH_EMPTY		
15	Total_Tax_Mils	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
15	Net_Assessment_LP	BOTH_EMPTY		
15	Net_Assessment_Mils	BOTH_EMPTY		
15	Remarks	BOTH_EMPTY		
16	Serial_No	MATCH	٨٣	٨٣
16	Date	MATCH	""""	""""
16	Property_recorded_under_Block_No	BOTH_EMPTY		
16	Property_recorded_under_Parcel_No	BOTH_EMPTY		
16	Parcel_Cat_No	MATCH	١٦	١٦
16	Parcel_Area	MATCH	١,٦١٢	١,٦١٢
16	Nature_of_Entry	BOTH_EMPTY		
16	New_Serial_No	BOTH_EMPTY		
16	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
16	Reference_to_Register_of_Changes_Serial_No	MISMATCH	- -	–
16	Tax_LP	ONLY_som	✓	
16	Tax_Mils	MISMATCH	- -	–
16	Total_Tax_LP	ONLY_som2		٨
16	Total_Tax_Mils	MISMATCH	٨٠٠٢	٠٠٢
16	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
16	Net_Assessment_LP	BOTH_EMPTY		
16	Net_Assessment_Mils	BOTH_EMPTY		
16	Remarks	BOTH_EMPTY		
17	Serial_No	BOTH_EMPTY		
17	Date	BOTH_EMPTY		
17	Property_recorded_under_Block_No	BOTH_EMPTY		
17	Property_recorded_under_Parcel_No	BOTH_EMPTY		
17	Parcel_Cat_No	BOTH_EMPTY		
17	Parcel_Area	BOTH_EMPTY		
17	Nature_of_Entry	BOTH_EMPTY		
17	New_Serial_No	BOTH_EMPTY		
17	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
17	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
17	Tax_LP	ONLY_som2		٨
17	Tax_Mils	MISMATCH	٨٠٠٢	٠٠٢
17	Total_Tax_LP	BOTH_EMPTY		
17	Total_Tax_Mils	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
17	Net_Assessment_LP	BOTH_EMPTY		
17	Net_Assessment_Mils	BOTH_EMPTY		
17	Remarks	BOTH_EMPTY		
18	Serial_No	BOTH_EMPTY		
18	Date	MATCH	٩٣٩	٩٣٩
18	Property_recorded_under_Block_No	BOTH_EMPTY		
18	Property_recorded_under_Parcel_No	BOTH_EMPTY		
18	Parcel_Cat_No	BOTH_EMPTY		
18	Parcel_Area	BOTH_EMPTY		
18	Nature_of_Entry	BOTH_EMPTY		
18	New_Serial_No	BOTH_EMPTY		
18	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
18	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
18	Tax_LP	BOTH_EMPTY		
18	Tax_Mils	BOTH_EMPTY		
18	Total_Tax_LP	ONLY_som2		٨
18	Total_Tax_Mils	MISMATCH	٨٠٠٢	٠٠٢
18	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
18	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
18	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
18	Net_Assessment_LP	ONLY_som2		٨
18	Net_Assessment_Mils	MISMATCH	٨٠٠٢	٠٠٢
18	Remarks	BOTH_EMPTY		
19	Serial_No	BOTH_EMPTY		
19	Date	MATCH	٩٤٠	٩٤٠
19	Property_recorded_under_Block_No	BOTH_EMPTY		
19	Property_recorded_under_Parcel_No	BOTH_EMPTY		
19	Parcel_Cat_No	BOTH_EMPTY		
19	Parcel_Area	BOTH_EMPTY		
19	Nature_of_Entry	BOTH_EMPTY		
19	New_Serial_No	BOTH_EMPTY		
19	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
19	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
19	Tax_LP	BOTH_EMPTY		
19	Tax_Mils	BOTH_EMPTY		
19	Total_Tax_LP	BOTH_EMPTY		
19	Total_Tax_Mils	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
19	Net_Assessment_LP	ONLY_som2		٧
19	Net_Assessment_Mils	MISMATCH	٧٩٦٤	٩٦٤
19	Remarks	BOTH_EMPTY		
20	Serial_No	MATCH	٨٤	٨٤
20	Date	MISMATCH	؛	""""
20	Property_recorded_under_Block_No	MISMATCH	٤١٣٢	٤١٢٢
20	Property_recorded_under_Parcel_No	MATCH	٩	٩
20	Parcel_Cat_No	MATCH	١٠	١٠
20	Parcel_Area	MISMATCH	١٢,٢٧١	١٢,٥٧١
20	Nature_of_Entry	MISMATCH	تنزيل ١٩٤٥	تسجيل ١٩٤٠
20	New_Serial_No	MISMATCH	T.D.L. 940	T.D.L 940
20	Reference_to_Register_of_Changes_Volume_No	MISMATCH	٢٢٦	٢٢٩
20	Reference_to_Register_of_Changes_Serial_No	MATCH	✓	✓
20	Tax_LP	BOTH_EMPTY		
20	Tax_Mils	MATCH	٢٢٣	٢٢٣
20	Total_Tax_LP	MISMATCH	٣	✓
20	Total_Tax_Mils	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
20	Net_Assessment_LP	BOTH_EMPTY		
20	Net_Assessment_Mils	BOTH_EMPTY		
20	Remarks	BOTH_EMPTY		
21	Serial_No	MATCH	٨٥	٨٥
21	Date	MISMATCH	٢٢	،،
21	Property_recorded_under_Block_No	MATCH	٤١٤٧	٤١٤٧
21	Property_recorded_under_Parcel_No	MISMATCH	٧٦	٢٦
21	Parcel_Cat_No	MATCH	١٢	١٢
21	Parcel_Area	MISMATCH	١٦٠٠,١٦٧	،٥٦٠
21	Nature_of_Entry	MISMATCH	تنزيل ١٩٤٥	تسجيل ١٦٧
21	New_Serial_No	MISMATCH	T.D.L. 940	T.D.L 940
21	Reference_to_Register_of_Changes_Volume_No	MATCH	- - ٨	- - ٨
21	Reference_to_Register_of_Changes_Serial_No	MATCH	✓	✓
21	Tax_LP	BOTH_EMPTY		
21	Tax_Mils	MATCH	٠٠٤	٠٠٤
21	Total_Tax_LP	MISMATCH	٣	✓
21	Total_Tax_Mils	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
21	Net_Assessment_LP	BOTH_EMPTY		
21	Net_Assessment_Mils	BOTH_EMPTY		
21	Remarks	BOTH_EMPTY		
22	Serial_No	MATCH	٨٦	٨٦
22	Date	MISMATCH	؛	""""
22	Property_recorded_under_Block_No	MATCH	٤١٤٨	٤١٤٨
22	Property_recorded_under_Parcel_No	MATCH	٦٠	٦٠
22	Parcel_Cat_No	MATCH	١٢	١٢
22	Parcel_Area	MISMATCH	٠٠٠٧	،٠٠٧
22	Nature_of_Entry	MISMATCH	تنزيل ١٩٤٥	تسجيل ١٩٤٠
22	New_Serial_No	MATCH	T.D.L. 940	T.D.L. 940
22	Reference_to_Register_of_Changes_Volume_No	MATCH	- - ٨	- - ٨
22	Reference_to_Register_of_Changes_Serial_No	MATCH	✓	✓
22	Tax_LP	BOTH_EMPTY		
22	Tax_Mils	MISMATCH	- -	– –
22	Total_Tax_LP	MISMATCH	٣	✓
22	Total_Tax_Mils	BOTH_EMPTY		
22	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
22	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
22	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
22	Net_Assessment_LP	BOTH_EMPTY		
22	Net_Assessment_Mils	BOTH_EMPTY		
22	Remarks	BOTH_EMPTY		
23	Serial_No	MATCH	٨٧	٨٧
23	Date	MISMATCH	؛	""""
23	Property_recorded_under_Block_No	MATCH	٤١٥٠	٤١٥٠
23	Property_recorded_under_Parcel_No	MISMATCH	٤٢	٢٢
23	Parcel_Cat_No	MATCH	١٢	١٢
23	Parcel_Area	MATCH	٢,٥٩٥	٢,٥٩٥
23	Nature_of_Entry	MISMATCH	تنزيل ١٩٤٥	تسجيل ١٩٤٠
23	New_Serial_No	MATCH	T.D.L. 940	T.D.L. 940
23	Reference_to_Register_of_Changes_Volume_No	MISMATCH	٢٦	٠٢٦
23	Reference_to_Register_of_Changes_Serial_No	MATCH	✓	✓
23	Tax_LP	BOTH_EMPTY		
23	Tax_Mils	MATCH	٠٢١	٠٢١
23	Total_Tax_LP	MISMATCH	٣	✓
23	Total_Tax_Mils	BOTH_EMPTY		
23	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
23	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
23	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
23	Net_Assessment_LP	BOTH_EMPTY		
23	Net_Assessment_Mils	BOTH_EMPTY		
23	Remarks	BOTH_EMPTY		
24	Serial_No	MATCH	٨٨	٨٨
24	Date	MISMATCH	؛	""""
24	Property_recorded_under_Block_No	MATCH	""""	""""
24	Property_recorded_under_Parcel_No	MATCH	٦٧	٦٧
24	Parcel_Cat_No	MATCH	١٢	١٢
24	Parcel_Area	MATCH	٢,٧٧١	٢,٧٧١
24	Nature_of_Entry	MISMATCH	تنزيل ١٩٤٥	تسجيل ١٩٤٠
24	New_Serial_No	MISMATCH	T.D.L. 940	T.D.L 940
24	Reference_to_Register_of_Changes_Volume_No	MISMATCH	٢٦	٠٢٦
24	Reference_to_Register_of_Changes_Serial_No	MATCH	✓	✓
