row	col	state	som	som2
4	Reference_to_Register_of_Changes_Serial_No	MATCH	1940	1940
4	Tax_LP	BOTH_EMPTY		
4	Tax_Mils	MISMATCH	٢٧٥	١٧٥
4	Total_Tax_LP	BOTH_EMPTY		
4	Total_Tax_Mils	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
4	Net_Assessment_LP	BOTH_EMPTY		
4	Net_Assessment_Mils	BOTH_EMPTY		
4	Remarks	BOTH_EMPTY		
5	Serial_No	MATCH	٦	٦
5	Date	MATCH	""""	""""
5	Property_recorded_under_Block_No	MATCH	""""	""""
5	Property_recorded_under_Parcel_No	MATCH	٢٠	٢٠
5	Parcel_Cat_No	MATCH	١٠	١٠
5	Parcel_Area	MATCH	١٩,٢٨٦	١٩,٢٨٦
5	Nature_of_Entry	MATCH	""""	""""
5	New_Serial_No	BOTH_EMPTY		
5	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
5	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٢٦٠	٤٦٠
5	Tax_LP	ONLY_som2		✓
5	Tax_Mils	MATCH	٣٤٧	٣٤٧
5	Total_Tax_LP	BOTH_EMPTY		
5	Total_Tax_Mils	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
5	Net_Assessment_LP	BOTH_EMPTY		
5	Net_Assessment_Mils	BOTH_EMPTY		
5	Remarks	BOTH_EMPTY		
6	Serial_No	MATCH	٧	٧
6	Date	MATCH	""""	""""
6	Property_recorded_under_Block_No	MATCH	""""	""""
6	Property_recorded_under_Parcel_No	MATCH	٢٤	٢٤
6	Parcel_Cat_No	MATCH	١٠	١٠
6	Parcel_Area	MISMATCH	٨,٥٤٦	٨,٠٤٦
6	Nature_of_Entry	MATCH	""""	""""
6	New_Serial_No	MATCH	١٠١	١٠١
6	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
6	Reference_to_Register_of_Changes_Serial_No	MATCH	١٦٢	١٦٢
6	Tax_LP	MATCH	✓	✓
6	Tax_Mils	MATCH	١٥٤	١٥٤
6	Total_Tax_LP	BOTH_EMPTY		
6	Total_Tax_Mils	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
6	Net_Assessment_LP	BOTH_EMPTY		
6	Net_Assessment_Mils	BOTH_EMPTY		
6	Remarks	BOTH_EMPTY		
7	Serial_No	MATCH	٨	٨
7	Date	MATCH	""""	""""
7	Property_recorded_under_Block_No	MATCH	""""	""""
7	Property_recorded_under_Parcel_No	MATCH	٤٦	٤٦
7	Parcel_Cat_No	MATCH	١٠	١٠
7	Parcel_Area	MATCH	٤,٩٢٥	٤,٩٢٥
7	Nature_of_Entry	MATCH	""""	""""
7	New_Serial_No	MATCH	٩٤	٩٤
7	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
7	Reference_to_Register_of_Changes_Serial_No	ONLY_som	--	
7	Tax_LP	BOTH_EMPTY		
7	Tax_Mils	MISMATCH	.٥٢	٠٥٢
7	Total_Tax_LP	BOTH_EMPTY		
7	Total_Tax_Mils	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
7	Net_Assessment_LP	BOTH_EMPTY		
7	Net_Assessment_Mils	BOTH_EMPTY		
7	Remarks	BOTH_EMPTY		
8	Serial_No	MATCH	٩	٩
8	Date	MATCH	""""	""""
8	Property_recorded_under_Block_No	MATCH	""""	""""
8	Property_recorded_under_Parcel_No	MATCH	٤٧	٤٧
8	Parcel_Cat_No	MATCH	١٠	١٠
8	Parcel_Area	MATCH	٢,٤١٤	٢,٤١٤
8	Nature_of_Entry	MATCH	""""	""""
8	New_Serial_No	MATCH	٩٥	٩٥
8	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
8	Reference_to_Register_of_Changes_Serial_No	ONLY_som	--	
8	Tax_LP	BOTH_EMPTY		
8	Tax_Mils	MISMATCH	.٤٢	٠٤٢
8	Total_Tax_LP	BOTH_EMPTY		
8	Total_Tax_Mils	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
8	Net_Assessment_LP	BOTH_EMPTY		
8	Net_Assessment_Mils	BOTH_EMPTY		
8	Remarks	BOTH_EMPTY		
9	Serial_No	MATCH	١٠	١٠
9	Date	MATCH	""""	""""
9	Property_recorded_under_Block_No	MATCH	""""	""""
9	Property_recorded_under_Parcel_No	MATCH	٥١	٥١
9	Parcel_Cat_No	MATCH	١٠	١٠
9	Parcel_Area	MATCH	٩,٦٤٢	٩,٦٤٢
9	Nature_of_Entry	MATCH	""""	""""
9	New_Serial_No	MATCH	٩٦	٩٦
9	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
9	Reference_to_Register_of_Changes_Serial_No	ONLY_som	--	
9	Tax_LP	BOTH_EMPTY		
9	Tax_Mils	MATCH	١٧٤	١٧٤
9	Total_Tax_LP	BOTH_EMPTY		
9	Total_Tax_Mils	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
9	Net_Assessment_LP	BOTH_EMPTY		
9	Net_Assessment_Mils	BOTH_EMPTY		
9	Remarks	BOTH_EMPTY		
10	Serial_No	MATCH	١١	١١
10	Date	MATCH	""""	""""
10	Property_recorded_under_Block_No	MATCH	٤١٢٧	٤١٢٧
10	Property_recorded_under_Parcel_No	MATCH	٤٢	٤٢
10	Parcel_Cat_No	MATCH	١٠	١٠
10	Parcel_Area	MATCH	٨,٥٨١	٨,٥٨١
10	Nature_of_Entry	MATCH	""""	""""
10	New_Serial_No	MATCH	١٠٩	١٠٩
10	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
10	Reference_to_Register_of_Changes_Serial_No	MATCH	١٦٢	١٦٢
10	Tax_LP	MATCH	✓	✓
10	Tax_Mils	MATCH	١٥٥	١٥٥
10	Total_Tax_LP	BOTH_EMPTY		
10	Total_Tax_Mils	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
10	Net_Assessment_LP	BOTH_EMPTY		
10	Net_Assessment_Mils	BOTH_EMPTY		
10	Remarks	BOTH_EMPTY		
11	Serial_No	MATCH	١٢	١٢
11	Date	MATCH	""""	""""
11	Property_recorded_under_Block_No	MATCH	٤١٢٨	٤١٢٨
11	Property_recorded_under_Parcel_No	MATCH	١	١
11	Parcel_Cat_No	MATCH	١٤	١٤
11	Parcel_Area	MATCH	٧,٨٠٠	٧,٨٠٠
11	Nature_of_Entry	MATCH	""""	""""
11	New_Serial_No	MISMATCH	١٠٤	١٠٢
11	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
11	Reference_to_Register_of_Changes_Serial_No	ONLY_som	--	
11	Tax_LP	ONLY_som2		✓
11	Tax_Mils	MATCH	--	---
11	Total_Tax_LP	BOTH_EMPTY		
11	Total_Tax_Mils	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
11	Net_Assessment_LP	BOTH_EMPTY		
11	Net_Assessment_Mils	BOTH_EMPTY		
11	Remarks	BOTH_EMPTY		
12	Serial_No	MATCH	١٣	١٣
12	Date	MATCH	""""	""""
12	Property_recorded_under_Block_No	BOTH_EMPTY		
12	Property_recorded_under_Parcel_No	BOTH_EMPTY		
12	Parcel_Cat_No	MATCH	١٦	١٦
12	Parcel_Area	MISMATCH	W.V.	w,v.
12	Nature_of_Entry	MATCH	""""	""""
12	New_Serial_No	BOTH_EMPTY		
12	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
12	Reference_to_Register_of_Changes_Serial_No	ONLY_som	--	
12	Tax_LP	ONLY_som2		✓
12	Tax_Mils	MATCH	--	---
12	Total_Tax_LP	BOTH_EMPTY		
12	Total_Tax_Mils	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
12	Net_Assessment_LP	BOTH_EMPTY		
12	Net_Assessment_Mils	BOTH_EMPTY		
12	Remarks	BOTH_EMPTY		
13	Serial_No	MATCH	١٤	١٤
13	Date	MATCH	""""	""""
13	Property_recorded_under_Block_No	MATCH	""""	""""
13	Property_recorded_under_Parcel_No	MATCH	٥	٥
13	Parcel_Cat_No	MATCH	١٤	١٤
13	Parcel_Area	MATCH	٣,١٧٤	٣,١٧٤
13	Nature_of_Entry	MATCH	""""	""""
13	New_Serial_No	MATCH	٩٩	٩٩
13	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
13	Reference_to_Register_of_Changes_Serial_No	ONLY_som	--	
13	Tax_LP	ONLY_som2		✓
13	Tax_Mils	MATCH	--	---
13	Total_Tax_LP	BOTH_EMPTY		
13	Total_Tax_Mils	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
13	Net_Assessment_LP	BOTH_EMPTY		
13	Net_Assessment_Mils	BOTH_EMPTY		
13	Remarks	BOTH_EMPTY		
14	Serial_No	MATCH	١٥	١٥
14	Date	MATCH	""""	""""
14	Property_recorded_under_Block_No	MATCH	٤١٢٩	٤١٢٩
14	Property_recorded_under_Parcel_No	MATCH	٢٢	٢٢
14	Parcel_Cat_No	MISMATCH	١٢	١٣
14	Parcel_Area	MATCH	٢,١٧٢	٢,١٧٢
14	Nature_of_Entry	MATCH	""""	""""
14	New_Serial_No	BOTH_EMPTY		
14	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
14	Reference_to_Register_of_Changes_Serial_No	MISMATCH	.٢٤	٠٢٩
14	Tax_LP	ONLY_som2		✓
14	Tax_Mils	MISMATCH	.١٧	٠٢٧
14	Total_Tax_LP	BOTH_EMPTY		
14	Total_Tax_Mils	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
14	Net_Assessment_LP	BOTH_EMPTY		
14	Net_Assessment_Mils	BOTH_EMPTY		
14	Remarks	BOTH_EMPTY		
15	Serial_No	MATCH	١٦	١٦
15	Date	MATCH	""""	""""
15	Property_recorded_under_Block_No	BOTH_EMPTY		
15	Property_recorded_under_Parcel_No	BOTH_EMPTY		
15	Parcel_Cat_No	MATCH	١٦	١٦
15	Parcel_Area	MATCH	٨٤٨	٨٤٨
15	Nature_of_Entry	MATCH	""""	""""
15	New_Serial_No	BOTH_EMPTY		
15	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
15	Reference_to_Register_of_Changes_Serial_No	ONLY_som	--	
15	Tax_LP	ONLY_som2		✓
15	Tax_Mils	MATCH	--	---
15	Total_Tax_LP	BOTH_EMPTY		
15	Total_Tax_Mils	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
15	Net_Assessment_LP	BOTH_EMPTY		
15	Net_Assessment_Mils	BOTH_EMPTY		
15	Remarks	BOTH_EMPTY		
16	Serial_No	MATCH	١٧	١٧
16	Date	MATCH	""""	""""
16	Property_recorded_under_Block_No	MATCH	""""	""""
16	Property_recorded_under_Parcel_No	MATCH	٣٣	٣٣
16	Parcel_Cat_No	MISMATCH	١٢	١٣
16	Parcel_Area	MATCH	٧,٩٦١	٧,٩٦١
16	Nature_of_Entry	MATCH	""""	""""
16	New_Serial_No	BOTH_EMPTY		
16	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
16	Reference_to_Register_of_Changes_Serial_No	MISMATCH	.١٦	٠١٦
16	Tax_LP	ONLY_som2		✓
16	Tax_Mils	MISMATCH	.١٠	٠١٠
16	Total_Tax_LP	BOTH_EMPTY		
16	Total_Tax_Mils	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
16	Net_Assessment_LP	BOTH_EMPTY		
16	Net_Assessment_Mils	BOTH_EMPTY		
16	Remarks	BOTH_EMPTY		
17	Serial_No	MATCH	١٨	١٨
17	Date	MATCH	""""	""""
17	Property_recorded_under_Block_No	BOTH_EMPTY		
17	Property_recorded_under_Parcel_No	BOTH_EMPTY		
17	Parcel_Cat_No	MATCH	١٦	١٦
17	Parcel_Area	MISMATCH	١,٧٩٥	٧,٧٩٥
17	Nature_of_Entry	MATCH	""""	""""
17	New_Serial_No	BOTH_EMPTY		
17	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
17	Reference_to_Register_of_Changes_Serial_No	ONLY_som	--	
17	Tax_LP	ONLY_som2		✓
17	Tax_Mils	MATCH	--	---
17	Total_Tax_LP	BOTH_EMPTY		
17	Total_Tax_Mils	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
17	Net_Assessment_LP	BOTH_EMPTY		
17	Net_Assessment_Mils	BOTH_EMPTY		
17	Remarks	BOTH_EMPTY		
18	Serial_No	MATCH	١٩	١٩
18	Date	MATCH	""""	""""
18	Property_recorded_under_Block_No	MATCH	""""	""""
18	Property_recorded_under_Parcel_No	MATCH	٢٨	٢٨
18	Parcel_Cat_No	MISMATCH	١٢	١٣
18	Parcel_Area	MATCH	٢,١١٩	٢,١١٩
18	Nature_of_Entry	MATCH	""""	""""
18	New_Serial_No	MISMATCH	تالف ۹۷	٨٧
18	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
18	Reference_to_Register_of_Changes_Serial_No	MISMATCH	.٢٤	٠٢٤
18	Tax_LP	MATCH	✓	✓
18	Tax_Mils	MISMATCH	.٢٣	٠٢٣
18	Total_Tax_LP	BOTH_EMPTY		
18	Total_Tax_Mils	BOTH_EMPTY		
18	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
18	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
18	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
18	Net_Assessment_LP	BOTH_EMPTY		
18	Net_Assessment_Mils	BOTH_EMPTY		
18	Remarks	BOTH_EMPTY		
19	Serial_No	MATCH	٢٠	٢٠
19	Date	MATCH	""""	""""
19	Property_recorded_under_Block_No	BOTH_EMPTY		
19	Property_recorded_under_Parcel_No	BOTH_EMPTY		
19	Parcel_Cat_No	MATCH	١٦	١٦
19	Parcel_Area	MATCH	٤,٣٢٤	٤,٣٢٤
19	Nature_of_Entry	MATCH	""""	""""
19	New_Serial_No	BOTH_EMPTY		
19	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
19	Reference_to_Register_of_Changes_Serial_No	ONLY_som	--	
19	Tax_LP	ONLY_som2		✓
19	Tax_Mils	MATCH	--	---
19	Total_Tax_LP	BOTH_EMPTY		
19	Total_Tax_Mils	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
19	Net_Assessment_LP	BOTH_EMPTY		
19	Net_Assessment_Mils	BOTH_EMPTY		
19	Remarks	BOTH_EMPTY		
20	Serial_No	MATCH	٢١	٢١
20	Date	MATCH	""""	""""
20	Property_recorded_under_Block_No	MATCH	""""	""""
20	Property_recorded_under_Parcel_No	MATCH	٤٥	٤٥
20	Parcel_Cat_No	MISMATCH	١٢	١٣
20	Parcel_Area	MATCH	٨٦٩	٨٦٩
20	Nature_of_Entry	MATCH	""""	""""
20	New_Serial_No	MATCH	154	154
20	Reference_to_Register_of_Changes_Volume_No	MISMATCH	T.D.L	J.D.L
20	Reference_to_Register_of_Changes_Serial_No	MATCH	1940	1940
20	Tax_LP	BOTH_EMPTY		
20	Tax_Mils	MISMATCH	.٠٨	٠٠٨
20	Total_Tax_LP	BOTH_EMPTY		
20	Total_Tax_Mils	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
20	Net_Assessment_LP	BOTH_EMPTY		
20	Net_Assessment_Mils	BOTH_EMPTY		
20	Remarks	BOTH_EMPTY		
21	Serial_No	MATCH	٢٢	٢٢
21	Date	MATCH	""""	""""
21	Property_recorded_under_Block_No	BOTH_EMPTY		
21	Property_recorded_under_Parcel_No	BOTH_EMPTY		
21	Parcel_Cat_No	MATCH	١٦	١٦
21	Parcel_Area	MISMATCH	٢,٥٥٦	٥,٢٥٣
21	Nature_of_Entry	MATCH	""""	""""
21	New_Serial_No	BOTH_EMPTY		
21	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
21	Reference_to_Register_of_Changes_Serial_No	ONLY_som	--	
21	Tax_LP	ONLY_som2		✓
21	Tax_Mils	MATCH	--	---
21	Total_Tax_LP	BOTH_EMPTY		
21	Total_Tax_Mils	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
21	Net_Assessment_LP	BOTH_EMPTY		
21	Net_Assessment_Mils	BOTH_EMPTY		
21	Remarks	BOTH_EMPTY		
22	Serial_No	MATCH	٢٣	٢٣
22	Date	ONLY_som	""""	
22	Property_recorded_under_Block_No	MATCH	""""	""""
22	Property_recorded_under_Parcel_No	MATCH	٤٦	٤٦
22	Parcel_Cat_No	MISMATCH	١٢	١٣
22	Parcel_Area	MATCH	١,٦٥٦	١,٦٥٦
22	Nature_of_Entry	MATCH	""""	""""
22	New_Serial_No	BOTH_EMPTY		
22	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
22	Reference_to_Register_of_Changes_Serial_No	MISMATCH	.١٦	٠١٦
22	Tax_LP	MATCH	✓	✓
22	Tax_Mils	MISMATCH	.١٢	٠١٣
22	Total_Tax_LP	BOTH_EMPTY		
22	Total_Tax_Mils	BOTH_EMPTY		
22	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
22	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
22	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
22	Net_Assessment_LP	BOTH_EMPTY		
22	Net_Assessment_Mils	BOTH_EMPTY		
22	Remarks	BOTH_EMPTY		
23	Serial_No	MATCH	٢٤	٢٤
23	Date	MATCH	""""	""""
23	Property_recorded_under_Block_No	BOTH_EMPTY		
23	Property_recorded_under_Parcel_No	BOTH_EMPTY		
23	Parcel_Cat_No	MATCH	١٦	١٦
23	Parcel_Area	MATCH	٥,٤٢٩	٥,٤٢٩
23	Nature_of_Entry	MATCH	""""	""""
23	New_Serial_No	BOTH_EMPTY		
23	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
23	Reference_to_Register_of_Changes_Serial_No	ONLY_som	--	
23	Tax_LP	ONLY_som2		✓
23	Tax_Mils	MATCH	--	---
23	Total_Tax_LP	BOTH_EMPTY		
23	Total_Tax_Mils	BOTH_EMPTY		
23	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
23	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
23	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
23	Net_Assessment_LP	BOTH_EMPTY		
23	Net_Assessment_Mils	BOTH_EMPTY		
23	Remarks	BOTH_EMPTY		
24	Serial_No	MATCH	٢٥	٢٥
24	Date	MATCH	""""	""""
24	Property_recorded_under_Block_No	MATCH	٤١٤٠	٤١٤٠
24	Property_recorded_under_Parcel_No	MATCH	١٨	١٨
24	Parcel_Cat_No	MISMATCH	١٢	١٣
24	Parcel_Area	MATCH	٣,٧٢٩	٣,٧٢٩
24	Nature_of_Entry	MATCH	""""	""""
24	New_Serial_No	BOTH_EMPTY		
24	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
24	Reference_to_Register_of_Changes_Serial_No	MATCH	٢٢	٢٢
24	Tax_LP	MATCH	✓	✓
24	Tax_Mils	MISMATCH	.٢٠	٠٢٠
24	Total_Tax_LP	BOTH_EMPTY		
24	Total_Tax_Mils	BOTH_EMPTY		
24	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
24	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
24	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
24	Net_Assessment_LP	BOTH_EMPTY		
24	Net_Assessment_Mils	BOTH_EMPTY		
24	Remarks	BOTH_EMPTY		
25	Serial_No	MATCH	٢٦	٢٦
25	Date	MATCH	""""	""""
25	Property_recorded_under_Block_No	MISMATCH	f	""""
